NUVA,label,comment,shorthand,parent
VAL032,"Vacina contra o polissacarídeo tifóide, antigénio vi polissacarídeo não conjugado",,Ty-ViPS,VAL014
VAL033,Vacina oral atenuada monovalente viva contra a poliomielite tipo 2,,mOPV2,VAL133
VAL034,"Difteria toxoídica, dose baixa",,d,VAL083
VAL035,"Vacina COVID-19, DNA plasmídeo que codifica a proteína do espigão SRA-CoV-2",,COVID-DNA-S,VAL164
VAL036,"Vacina VLP não-valente contra o papilomavírus humano, tipos 6, 11, 16, 18, 31, 33, 45, 52, 58",,HPV-09-valent,VAL237
VAL037,"Vacina meningocócica A, polissacarídeo não conjugado",,MPV-A,VAL297
VAL038,"Vacina COVID-19, replicando o vector do vírus do sarampo que codifica a proteína do espigão SRA-CoV-2",,COVID-VVr-S-Meas,VAL398
VAL039,"Vacina COVID-19, VLP, proteína de espiga recombinante",,COVID-VLP-rS,VAL164
VAL040,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted, normal dose",,INF-SUnd4,VAL064
VAL041,"Meningocócica A, vacina conjugada de polissacarídeos",,MCV-A,VAL297
VAL042,"Vacina contra a poliomielite, não especificada",,POLIO,Valence
VAL043,SRA-CoV-2 vacina contra o pico da proteína mRNA 19,,COVID-mRNA-S,VAL168
VAL044,Varicella,,VZV-LAV,Valence
VAL045,Vacina paratifóide total inactivada,,pTy-I,VAL014
VAL046,Typhus,,Typhus,Valence
VAL047,Hepatite B imunoglobulina,,IgHepB,Valence
VAL048,Inactivada a vacina da papeira inteira,,Or-I,VAL183
VAL049,"Valência vacinal polissacarídica de Haemophilus influenzae tipo b, não conjugada",,Hib-PS,VAL177
VAL050,"Vacina COVID-19, não replicadora do adenovírus 5 que codifica a proteína do pico da SRA-CoV-2, não especificada",,COVID-VVnr-S-Ad5,VAL070
VAL051,Vacina pré-pandémica contra a gripe A(H5N1),,AH5N1,VAL386
VAL052,"Vacina quadrivalente VLP do papilomavírus humano, tipos 6, 11, 16 e 18",,HPV-04-valent,VAL237
VAL053,"Vacina COVID-19, subunidade de proteína, proteína de pico recombinante, não especificada",,COVID-PS,VAL164
VAL054,"Vacina COVID-19, Vaccinia Virus Ankara modificado não replicável codificando a proteína spike SARS-CoV-2",,COVID-VVnr-S-MVA,VAL397
VAL055,Imunoglobulina do sarampo,,Ig-Measles,Valence
VAL056,Vacina trivalente inactivada completa contra a poliomielite para injecção,,POLIO-I,VAL042
VAL057,"Vacina meningocócica C, conjugado de polissacarídeo",,MCV-C,VAL298
VAL058,"Valência vacinal inativada da gripe, fracionada ou de subunidade, sem especificação",,INF-SU,VAL365
VAL059,"Valência vacinal tetravalente viva atenuada contra a gripe, dose normal",,INF-L4,VAL140
VAL060,"Chikungunya virus valence, live attenuated",,CHIK-LA,VAL390
VAL061,"Vacina COVID-19, subunidade de proteína, proteína de pico recombinante, S-2P e CpG1018",,COVID-PS-CpG1018,VAL104
VAL062,"Cholera valence, protein subunit, recombinant cholera toxin subunit B (rCTB)",,O-Chol-rCTB-I,VAL021
VAL063,Botulinum antitoxina,,BAT,VAL420
VAL064,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted",,INF-SUNA4,VAL127
VAL065,Vacina contra a dengue quimérica tetravalente atenuada e recombinante ao vivo ,,RC-TDV,VAL150
VAL066,"Vacina anti-vírus replicadora 19 anti-covido, vírus influenza que codifica a proteína de pico da SRA-CoV-2",,COVID-VVr-S-Influ,VAL398
VAL067,Tetanus toxoid,,T,Valence
VAL068,"Valência vacinal da hepatite B, sem especificação",,HepB,Valence
VAL069,"Vacina COVID-19, vector adenoviral chimpanzé não replicante ChAdOx1 que codifica a proteína do espigão SRA-CoV-2",,COVID-VVnr-S-ChAdOx1,VAL397
VAL070,"Vacina COVID-19, vector adenoviral não replicante que codifica a proteína do pico da SRA-CoV-2, não especificada",,COVID-VVnr-S-Ad,VAL397
VAL071,Vacina contra a febre tifóide total inactivada,,Ty-I,VAL014
VAL072,Vacina meningocócica B contendo fHbp das subfamílias A e B,,MenB-fHbpAB,VAL161
VAL073,"Vacina COVID-19, replicando o vector viral, com células que apresentam antigénio",,COVID-VVr+APC,VAL162
VAL074,"Vacina quadrivalente contra a gripe inactivada, fenda ou subunidade, dose alta",,INF-SUhd4,VAL064
VAL075,Inactivação da vacina completa contra Leptospira icterohaemorrhagiae,,Lepto-wI,Valence
VAL076,"Vacina COVID-19, virião inteiro inactivado, não especificada",,COVID-IV,VAL164
VAL077,"Mumps valence, live attenuated",,Mumps-LAV,VAL183
VAL078,"Vacina meningocócica Y, conjugado de polissacarídeo",,MCV-Y,VAL299
VAL079,"Rubella valence, live attenuated",,Rub-LAV,Valence
VAL080,"Vacina anti-rábica totalmente inactivada, não especificada",,Rab-I,Valence
VAL081,"Valência colérica, sem especificação",,Chol,Valence
VAL082,"Vacina contra o HPV, tipos não especificados",,HPV,Valence
VAL083,"Difteria toxoídica, dose não especificada",,D-d,VAL414
VAL084,"Vacina COVID-19, replicando o vector do vírus da estomatite vesicular que codifica a proteína do espigão SRA-CoV-2",,COVID-VVr-S-VSV,VAL398
VAL085,Vacina oral atenuada monovalente viva contra a poliomielite tipo 3,,mOPV3,VAL133
VAL086,"Vacina COVID-19, viva atenuada, indeterminada",,COVID-LA,VAL165
VAL087,"Valência da dengue, viva atenuada tetravalente quimérica recombinante baseada na vacina da febre amarela 17D",,CYD-TDV,VAL150
VAL088,Varicella imunoglobulina,,VZV-Ig,Valence
VAL089,"Valência inativada contra a encefalite japonesa, sem especificação",,JE-I,VAL249
VAL090,"Vacina contra a hepatite B, antigénio de superfície recombinante do vírus da hepatite B (HBsAg), dose não especificada",,rHBsAg,VAL068
VAL091,"Vacina viva atenuada contra a febre tifóide, estirpe Ty21a, oral",,Ty-LA,VAL014
VAL092,Febre amarela,,YF,Valence
VAL093,Vacina inactivada contra o sarampo inteiro,,Meas-I,VAL182
VAL094,"Influenza valence, trivalent, inactivated, fractionated or subunit, intramuscular or subcutaneous, non-adjuvanted, high dose",,INF-SUhd3,VAL122
VAL095,"Vacina COVID-19, replicando o vector do vírus da doença de Newcastle que codifica a proteína do espigão SRA-CoV-2",,COVID-VVr-S-Nv,VAL398
VAL096,Valência BCG,,BCG,Valence
VAL097,"Difteria toxoídica, dose padrão",,D,VAL083
VAL098,Vacina meningocócica B de 4 componentes,,4CMenB,VAL161
VAL099,Valência vacinal inativada da gripe pandémica H1N1 2009 ,,Inf-pdm09,VAL058
VAL100,"Japanese encephalitis valence, live attenuated virus, strain 14-14-2",,JE-LAV-14-14-2,VAL248
VAL101,"Vacina COVID-19, vector não replicante do vírus da doença de Newcastle que codifica a proteína do espigão SRA-CoV-2",,COVID-VVnr-S-Nv,VAL397
VAL102,Valência vacinal peptídica recombinante da hepatite E,,HepE,Valence
VAL103,"Valência vacinal conjugada de Haemophilus influenzae tipo b, sem especificação",,Hib-C,VAL177
VAL104,"Vacina COVID-19, subunidade de proteína, proteína recombinante do espigão",,COVID-PS-rS,VAL053
VAL105,"Vacina pneumocócica, não especificada",,Pneumo,Valence
VAL106,"Vacina contra rotavírus, não especificada",,Rota,Valence
VAL107,"Vacina COVID-19, subunidade de proteína, nanopartículas de proteína recombinante de espigão",,COVID-PS-rSnp,VAL104
VAL108,Vacina vírica vírica recombinante não replicante ao vivo Ad26.ZEBOV,,ZebovVRnrAd26,VAL126
VAL109,"Valência contra o ebola com vetor viral não replicativo, vacina de Ancara modificada ",,Ebola-MVA-BN-Filo,VAL126
VAL110,Imunoglobulina do tétano,,T-Ig,Valence
VAL111,Vacina contra o carbúnculo acelular,,Bant,VAL340
VAL112,"Valência vacinal tetravalente inativada da gripe obtida por cultura celular, fracionada ou de subunidade, dose normal",,INF-CC4,VAL360
VAL113,"Vacina bivalente de papilomavírus humano VLP, tipos 16 e 18",,HPV-02-valent,VAL237
VAL114,"Vacina contra a hepatite B, antigénio de superfície recombinante da hepatite B (HBsAg), 10 microgramas",,rHBsAg-10,VAL090
VAL115,"Vacina contra a hepatite B, antigénio de superfície recombinante do vírus da hepatite B (HBsAg), 20 microgramas",,rHBsAg-20,VAL090
VAL116,"Anticorpo monoclonal para RSV, palivizumab",,RSV-mAb-pal,VAL320
VAL117,"Vacina de tosse convulsa acelular, dose não especificada",,Acel,VAL003
VAL118,"Vacina meningocócica B, não especificada",,MenB,VAL234
VAL119,Vacina monovalente não conjugada de polissacarídeo meningocócica,,MPV-mono,VAL439
VAL120,"Polissacarídeo não conjugado meningocócico, polivalente",,MPV-poly,VAL234
VAL121,Vacina oral trivalente inactivada contra a poliomielite total,,POLIO-I-O,VAL042
VAL122,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted",,INF-SUNA3,VAL231
VAL123,"Rotavirus valence, pentavalent, live attenuated virus",,Rota5-L,VAL106
VAL124,"Valência colérica viva atenuada, sem especificação",,Chol-L,VAL081
VAL125,"Valência vacinal inteira inativada da hepatite A, sem especificação",,HepA-I,VAL288
VAL126,"Valência contra o ebola, sem especificação",,Ebola,Valence
VAL127,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc4,VAL230
VAL128,"Valência vacinal da gripe, sem especificação",,Inf,Valence
VAL129,"Valência vacinal do herpes simplex, sem especificação",,HSV,Valence
VAL130,Valência vacinal virossômica da hepatite A,,HepA-VLP,VAL125
VAL131,Vacina contra toda a peste inactivada,,Yp-I,VAL422
VAL132,Vacina viva atenuada monovalente contra a poliomielite oral tipo 1,,mOPV1,VAL133
VAL133,"Vacina oral monovalente contra a poliomielite atenuada ao vivo, tipo indeterminado",,mOPV,VAL042
VAL134,"Influenza valence, quadrivalent, inactivated, split or subunit, intradermal route, unspecified",,INF-SUid4,VAL230
VAL135,"COVID-19 valence, mRNA encoding the SARS-CoV-2 spike protein, in clinical trials ",,Covid-ARNm-S-CT,VAL303
VAL136,"Vacina meningocócica W, conjugado de polissacarídeo",,MCV-W,VAL300
VAL137,"Vacina meningocócica C, polissacarídeo não conjugado",,MPV-C,VAL298
VAL138,"Vacina Meningocócica W, polissacarídeo não conjugado",,MPV-W,VAL300
VAL139,"Vacina meningocócica Y, polissacarídeo não conjugado",,MPV-Y,VAL299
VAL140,"Influenza valence, live attenuated, unspecified",,Inf-L,VAL128
VAL141,Vacina contra rotavírus monovalente RIX4414,,Rota-mv-RIX4414,VAL106
VAL142,"Valência vacinal inteira inativada da hepatite A, monovalente, dose pediátrica",,HepA-mv-PED,VAL283
VAL143,"Valência vacinal inteira inativada contra a hepatite A, bivalente (hepatites A e B), dose pediátrica",,HepA-bv-PED,VAL283
VAL144,"Valência vacinal inteira inativada da hepatite A, monovalente, dose adulta",,HepA-mv-ADU,VAL284
VAL145,"Valência vacinal inteira inativada da hepatite A, bivalente (hepatites A e B), dose adulta",,HepA-bv-ADU,VAL284
VAL146,Valência contra Brucella inteira inativada,,Bruc-I,VAL006
VAL147,Valência com antígeno proteico P.I. (fenol-insolúvel) contra a brucelose,,Bruc-IP,VAL006
VAL148,Anticorpo monoclonal do vírus sincítico respiratório,,RSV-IG,VAL317
VAL149,"Vacina COVID-19, codificação do mRNA para a proteína spike SARS-CoV-2, 25 microgramas",,Covid-mRNA-S-25,VAL043
VAL150,"Valência contra a dengue, sem especificação",,Den,Valence
VAL151,"Vacina contra a tularemia, não especificada",,Tular,Valence
VAL152,"Vacina contra a gripe virional inactivada, não especificada",,Inf-I,VAL365
VAL153,"Vacina contra Haemophilus influenzae tipo b, polissacarídeo PRP conjugado com difteria toxoídica",,PRP-D,VAL103
VAL154,"Valência vacinal Haemophilus influenzae tipo b, oligossacarídeos de PRP conjugados com a toxina diftérica mutante CRM197",,HbOC,VAL103
VAL155,"Vacina Haemophilus influenzae tipo b, polissacarídeo conjugado com proteína da membrana externa da Neisseria meningitidis serogrupo B",,PRP-OMP,VAL103
VAL156,"PRP-T Vacina contra Haemophilus influenzae tipo b, polissacarídeo PRP conjugado com o tétano toxoide",,PRP-T,VAL103
VAL157,"Vacina COVID-19, não especificada",,COVID,Valence
VAL158,Vacina contra a Hepatite B de plasma,,pHBsAg,VAL068
VAL159,"Subunidade de vacina de herpes-zóster, não especificada",,Shingles-SU,VAL160
VAL160,"Vacina contra a herpes zóster, não especificada",,Shingles,Valence
VAL161,"Vacina Meningocócica B multicomponente, não especificada",,MenB-mc,VAL118
VAL162,"Vacina COVID-19, replicando o vector do vírus, não especificado",,COVID-VVr,VAL165
VAL163,"Vacina COVID-19, vector viral não replicante, não especificada",,COVID-VVnr,VAL165
VAL164,"Vacina COVID-19, não viva, não especificada",,COVID-non-live,VAL157
VAL165,"Vacina viva anti-covida 19, não especificada",,COVID-live,VAL157
VAL166,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped3,VAL122
VAL167,"Vacina COVID-19, vector viral não replicante, com células que apresentam antigénio",,COVID-VVnr+APC,VAL163
VAL168,"Vacina COVID-19, RNA, não especificada",,COVID-RNA,VAL164
VAL169,Vacina auto-amplificadora do mRNA (AAA) para a Vacina 19,,COVID-mRNA-SAM,VAL303
VAL170,"Vacina contra a hepatite B, antigénio de superfície recombinante do vírus da hepatite B (HBsAg), 5 microgramas",,rHepB-05,VAL090
VAL171,"Vacina venezuelana contra a encefalite equina, não especificada",,VEE,Valence
VAL172,"Valência contra a febre Q (Coxiella burnetii), sem especificação",,Cbur,Valence
VAL173,"Argentine hemorrhagic fever valence, Junin virus, live attenuated",,Junin-LAV,VAL421
VAL174,"Valência vacinal dos hantavírus, sem especificação",,HAN,Valence
VAL175,"Vacina contra a Leishmaniose, não especificada",,Leish,Valence
VAL176,"Vacina contra o vírus da parainfluenza humana, não especificada",,HPIVs,Valence
VAL177,"Valência vacinal de Haemophilus influenzae tipo b, sem especificação",,Hib,Valence
VAL178,"COVID-19 vaccine, mRNA coding for SARS-CoV-2 spike protein, Omicron variant BA.1, 25 micrograms",,COVID-mRNA-S-OMI-BA.1-25,VAL393
VAL179,"Vacina conjugada meningocócica, monovalente",,MCV-mono,VAL439
VAL180,"Vacina COVID-19, codificação do mRNA para a proteína spike SARS-CoV-2, 100 microgramas",,COVID-mRNA-S-ORI-100,VAL303
VAL181,"Vacina COVID-19, codificação do mRNA para a proteína spike SARS-CoV-2, vírus original SARS-CoV-2, 25 microgramas",,Covid-mRNA-S-ORI-25,VAL303
VAL182,"Vacina contra o sarampo, não especificada",,Meas,Valence
VAL183,"Vacina contra a papeira, não especificada",,Mumps,Valence
VAL184,"Vacina conjugada de polissacarídeo de Pneumococcus, monovalente",,PCV,VAL105
VAL185,"Vacina não conjugada de polissacarídeo pneumocócico, não especificada",,PPSV,VAL105
VAL186,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 1",,PCV-01,VAL184
VAL187,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 3",,PCV-03,VAL184
VAL188,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 4",,PCV-04,VAL184
VAL189,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 5",,PCV-05,VAL184
VAL190,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 6A",,PCV-06A,VAL184
VAL191,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 6B",,PCV-06B,VAL184
VAL192,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 7F",,PCV-07F,VAL184
VAL193,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 8",,PCV-08,VAL184
VAL194,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 9V",,PCV-09V,VAL184
VAL195,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 10A",,PCV-10A,VAL184
VAL196,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 11A",,PCV-11A,VAL184
VAL197,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 12F",,PCV-12F,VAL184
VAL198,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 14",,PCV-14,VAL184
VAL199,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 15B",,PCV-15B,VAL184
VAL200,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 18C",,PCV-18C,VAL184
VAL201,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 19A",,PCV-19A,VAL184
VAL202,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 19F",,PCV-19F,VAL184
VAL203,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 22F",,PCV-22F,VAL184
VAL204,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 23F",,PCV-23F,VAL184
VAL205,"Vacina conjugada de polissacarídeos pneumocócicos, serotipo 33F",,PCV-33F,VAL184
VAL206,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 1",,PPSV-01,VAL185
VAL207,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 2",,PPSV-02,VAL185
VAL208,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 3",,PPSV-03,VAL185
VAL209,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 4",,PPSV-04,VAL185
VAL210,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 5",,PPSV-05,VAL185
VAL211,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 6B",,PPSV-06B,VAL185
VAL212,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 7F",,PPSV-07F,VAL185
VAL213,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 8",,PPSV-08,VAL185
VAL214,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 9N",,PPSV-09N,VAL185
VAL215,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 9V",,PPSV-09V,VAL185
VAL216,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 10A",,PPSV-10A,VAL185
VAL217,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 11A",,PPSV-11A,VAL185
VAL218,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 12F",,PPSV-12F,VAL185
VAL219,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 14",,PPSV-14,VAL185
VAL220,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 15B",,PPSV-15B,VAL185
VAL221,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 15F",,PPSV-15F,VAL185
VAL222,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 17F",,PPSV-17F,VAL185
VAL223,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 18C",,PPSV-18C,VAL185
VAL224,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 19A",,PPSV-19A,VAL185
VAL225,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 19F",,PPSV-19F,VAL185
VAL226,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 20",,PPSV-20,VAL185
VAL227,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 22F",,PPSV-22F,VAL185
VAL228,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 23F",,PPSV-23F,VAL185
VAL229,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 33F",,PPSV-33F,VAL185
VAL230,"Valência vacinal tetravalente inativada da gripe, fracionada ou de subunidade, sem especificação",,INF-SU4,VAL058
VAL231,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc3,VAL024
VAL232,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 6A",,PPSV-06A,VAL185
VAL233,"Vacina não conjugada de polissacarídeo pneumocócico, serotipo 25",,PPSV-25,VAL185
VAL234,"Vacina meningocócica, não especificada",,Men,Valence
VAL235,"Vacina de polissacarídeo conjugado meningocócico, polivalente",,MCV-poly,VAL234
VAL236,"Vacina contra o papilomavírus humano VLP, monovalente",,HPV-mono,VAL082
VAL237,"Vacina contra o papilomavírus humano VLP, polivalente",,HPV-poly,VAL082
VAL238,"Vacina contra o papilomavírus humano VLP, tipo 6",,HPV-06,VAL236
VAL239,"Vacina contra o papilomavírus humano VLP, tipo 11",,HVP-11,VAL236
VAL240,"Vacina contra o papilomavírus humano VLP, tipo 16",,HVP-16,VAL236
VAL241,"Vacina contra o papilomavírus humano VLP, tipo 18",,HVP-18,VAL236
VAL242,"Vacina contra o papilomavírus humano VLP, tipo 31",,HVP-31,VAL236
VAL243,"Vacina contra o papilomavírus humano VLP, tipo 33",,HPV-33,VAL236
VAL244,"Vacina contra o papilomavírus humano VLP, tipo 58",,HVP-58,VAL236
VAL245,"Vacina contra o papilomavírus humano VLP, tipo 52",,HVP-52,VAL236
VAL246,"Vacina contra o papilomavírus humano VLP, tipo 45",,HVP-45,VAL236
VAL247,"Japanese encephalitis valence, live attenuated chimeric virus",,JE-LAR,VAL248
VAL248,"Japanese encephalitis valence, live attenuated virus, unspecified",,JE-LAV,VAL249
VAL249,"Valência contra a encefalite japonesa, sem especificação",,JE,Valence
VAL250,"Valência contra a encefalite japonesa, inteira inativada, preparada em tecido cerebral murino",,JE-I-mb,VAL089
VAL251,"Valência encefalite japonesa, inativada, derivada de células Vero",,JE-I-Vero,VAL089
VAL252,"Imunoglobulina da raiva, de origem humana",,RIG-hu,VAL016
VAL253,"Imunoglobulina da raiva, origem equina",,eRIG,VAL016
VAL254,"Vacina anti-rábica inactivada de virião inteiro, tipo Semple, preparada a partir de tecido cerebral de cabra ou ovelha infectado com o vírus da raiva, contém mielina",,Rab-I-Semple,VAL256
VAL255,"Vacina anti-rábica inactivada de virião inteiro, tipo Fuenzalida, preparada a partir de tecido cerebral de rato em aleitamento infectado com o vírus da raiva, diminuiu o conteúdo de mielina",,Rab-I-Fuenzalida,VAL256
VAL256,"Vacina anti-rábica totalmente inactivada, preparada a partir de tecido cerebral animal infectado com o vírus da raiva, não especificada",,Rab-I-NervousTissue,VAL080
VAL257,"Vacina contra a raiva totalmente inactivada, baseada na cultura de células, não especificada",,Rab-I-CC,VAL080
VAL258,"Vacina contra a raiva virion total inactivada, baseada em cultura celular, vacina contra células diplóides humanas (HDCV) MRC-5, inactivação com ß-propiolactona",,Rab-I-HDCV,VAL257
VAL259,"Vacina contra a raiva virion inteira inactivada, vacina purificada de células embrionárias de pinto (PCECV), obtida através do cultivo da estirpe fixa do vírus da raiva Flury LEP-25 em culturas primárias de fibroblastos de pinto, vírus inactivado com ß-propiolactona",,Rab-I-PCEC,VAL257
VAL260,"Vacina contra a raiva virion total inactivada, vacina contra a raiva de células Vero (PVRV) purificada, estirpe Wistar, inactivação com ß-propiolactona",,Rab-I-PVRV,VAL257
VAL261,"Vacina contra a raiva virion total inactivada, baseada em cultura celular, vacina primária contra as células renais de hamster (PHKCV), estirpe de Pequim, inactivação com formalina",,Rab-I-PHKCV,VAL257
VAL262,"Vacina contra a raiva totalmente inactivada por viriões, vacina baseada em ovos embrionados (EEV), não especificada",,Rab-I-EEV,VAL080
VAL263,"Vacina contra a raiva totalmente inactivada por virião, vacina de embrião de pato purificado (PDEV), inactivação por ß-propiolactona",,Rab-I-PDEV,VAL262
VAL264,"Vacina COVID-19, virião inteiro inactivado",,COVID-IV-Auth,VAL076
VAL265,"Vacina COVID-19, virião inteiro inactivado, em ensaios clínicos",,COVID-IV-CT,VAL076
VAL266,"Vacina Meningocócica C, conjugado do tétano toxoide",,MCV-C-T,VAL057
VAL267,"Vacina meningocócica C, polissacarídeo conjugado com a difteria toxoide",,MCV-C-D,VAL057
VAL268,"Vacina Meningocócica C, polissacarídeo conjugado com CRM197",,MCV-C-CRM,VAL057
VAL269,"Vacina Meningocócica A, polissacarídeo conjugado com CRM197",,MCV-A-CRM,VAL041
VAL270,"Vacina meningocócica A, polissacarídeo conjugado com a difteria toxoide",,MCV-A-D,VAL041
VAL271,"Vacina meningocócica A, polissacarídeo conjugado com o tétano toxoide",,MCV-A-T,VAL041
VAL272,"Vacina meningocócica W, conjugado do tétano toxoide",,MCV-W-T,VAL136
VAL273,"Vacina meningocócica W, polissacarídeo conjugado com a difteria toxoide",,MCV-W-D,VAL136
VAL274,"Vacina Meningocócica W, polissacarídeo conjugado com CRM197",,MCV-W-CRM,VAL136
VAL275,"Vacina meningocócica Y, polissacarídeo conjugado com CRM197",,MCV-Y-CRM,VAL078
VAL276,"Vacina meningocócica Y, conjugado do tétano toxoide",,MCV-Y-T,VAL078
VAL277,"Vacina meningocócica Y, polissacarídeo conjugado com a difteria toxoide",,MCV-Y-D,VAL078
VAL278,"Adenovirus valence, live attenuated, oral route, unspecified",,Adeno-LAV,Valence
VAL279,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped4,VAL064
VAL280,Botulinum toxoid,,BT,VAL419
VAL281,"Adenovirus type 7 valence, live attenuated, oral route",,Adeno-7,VAL278
