NUVA,label,comment,shorthand,parent
VAL171,"Venezuelan equine encephalitis valence, unspecified",,VEE,Valence
VAL172,"Q fever (Coxiella burnetii) valence, unspecified",,Cbur,Valence
VAL173,"Argentine hemorrhagic fever valence, Junin virus, live attenuated",,Junin-LA,VAL421
VAL174,"Hantavirus valence, unspecified",,HAN,Valence
VAL175,"Leishmaniasis valence, unspecified",,Leish,Valence
VAL176,"Human parainfluenza viruses valence, unspecified",,HPIVs,Valence
VAL177,"Haemophilus influenzae type b valence, unspecified",,Hib,Valence
VAL178,"COVID-19 valence, Omicron variant BA.1, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,COVID-mRNA-S-OMI-BA.1-25,VAL393
VAL179,"COVID-19 valence, Omicron variant XFG, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,Covid-ARNm-S-OMI-XFG-25,VAL439
VAL180,"COVID-19 valence, original virus, mRNA encoding the SARS-CoV-2 spike protein, 100 micrograms",,COVID-mRNA-S-ORI-100,VAL303
VAL181,"COVID-19 valence, original virus, mRNA encoding the SARS-CoV-2 spike protein, 25 micrograms",,COVID-mRNA-S-ORI-25,VAL303
VAL182,"Measles valence, unspecified",,MEAS,Valence
VAL183,"Mumps valence, unspecified",,MUMPS,Valence
VAL184,"Pneumococcus valence, conjugated polysaccharide, monovalent",,PCV,VAL105
VAL185,"Pneumococcal valence, polysaccharide unconjugated, unspecified",,PPSV,VAL105
VAL186,"Pneumococcal valence, polysaccharide conjugate, serotype 1",,PCV-01,VAL184
VAL187,"Pneumococcal valence, polysaccharide conjugate, serotype 3",,PCV-03,VAL184
VAL188,"Pneumococcal valence, polysaccharide conjugate, serotype 4",,PCV-04,VAL184
VAL189,"Pneumococcal valence, polysaccharide conjugate, serotype 5",,PCV-05,VAL184
VAL190,"Pneumococcal valence, polysaccharide conjugate, serotype 6A",,PCV-06A,VAL184
VAL191,"Pneumococcal valence, polysaccharide conjugate, serotype 6B",,PCV-06B,VAL184
VAL192,"Pneumococcal valence, polysaccharide conjugate, serotype 7F",,PCV-07F,VAL184
VAL193,"Pneumococcal valence, polysaccharide conjugate, serotype 8",,PCV-08,VAL184
VAL194,"Pneumococcal valence, polysaccharide conjugate, serotype 9V",,PCV-09V,VAL184
VAL195,"Pneumococcal valence, polysaccharide conjugate, serotype 10A",,PCV-10A,VAL184
VAL196,"Pneumococcal valence, polysaccharide conjugate, serotype 11A",,PCV-11A,VAL184
VAL197,"Pneumococcal valence, polysaccharide conjugate, serotype 12F",,PCV-12F,VAL184
VAL198,"Pneumococcal valence, polysaccharide conjugate, serotype 14",,PCV-14,VAL184
VAL199,"Pneumococcal valence, polysaccharide conjugate, serotype 15B",,PCV-15B,VAL184
VAL200,"Pneumococcal valence, polysaccharide conjugate, serotype 18C",,PCV-18C,VAL184
VAL201,"Pneumococcal valence, polysaccharide conjugate, serotype 19A",,PCV-19A,VAL184
VAL202,"Pneumococcal valence, polysaccharide conjugate, serotype 19F",,PCV-19F,VAL184
VAL203,"Pneumococcal valence, polysaccharide conjugate, serotype 22F",,PCV-22F,VAL184
VAL204,"Pneumococcal valence, polysaccharide conjugate, serotype 23F",,PCV-23F,VAL184
VAL205,"Pneumococcal valence, polysaccharide conjugate, serotype 33F",,PCV-33F,VAL184
VAL206,"Pneumococcal valence, polysaccharide unconjugated, serotype 1",,PPSV-01,VAL185
VAL207,"Pneumococcal valence, polysaccharide unconjugated, serotype 2",,PPSV-02,VAL185
VAL208,"Pneumococcal valence, polysaccharide unconjugated, serotype 3",,PPSV-03,VAL185
VAL209,"Pneumococcal valence, polysaccharide unconjugated, serotype 4",,PPSV-04,VAL185
VAL210,"Pneumococcal valence, polysaccharide unconjugated, serotype 5",,PPSV-05,VAL185
VAL211,"Pneumococcal valence, polysaccharide unconjugated, serotype 6B",,PPSV-06B,VAL185
VAL212,"Pneumococcal valence, polysaccharide unconjugated, serotype 7F",,PPSV-07F,VAL185
VAL213,"Pneumococcal valence, polysaccharide unconjugated, serotype 8",,PPSV-08,VAL185
VAL214,"Pneumococcal valence, polysaccharide unconjugated, serotype 9N",,PPSV-09N,VAL185
VAL215,"Pneumococcal valence, polysaccharide unconjugated, serotype 9V",,PPSV-09V,VAL185
VAL216,"Pneumococcal valence, polysaccharide unconjugated, serotype 10A",,PPSV-10A,VAL185
VAL217,"Pneumococcal valence, polysaccharide unconjugated, serotype 11A",,PPSV-11A,VAL185
VAL218,"Pneumococcal valence, polysaccharide unconjugated, serotype 12F",,PPSV-12F,VAL185
VAL219,"Pneumococcal valence, polysaccharide unconjugated, serotype 14",,PPSV-14,VAL185
VAL220,"Pneumococcal valence, polysaccharide unconjugated, serotype 15B",,PPSV-15B,VAL185
VAL221,"Pneumococcal valence, polysaccharide unconjugated, serotype 15F",,PPSV-15F,VAL185
VAL222,"Pneumococcal valence, polysaccharide unconjugated, serotype 17F",,PPSV-17F,VAL185
VAL223,"Pneumococcal valence, polysaccharide unconjugated, serotype 18C",,PPSV-18C,VAL185
VAL224,"Pneumococcal valence, polysaccharide unconjugated, serotype 19A",,PPSV-19A,VAL185
VAL225,"Pneumococcal valence, polysaccharide unconjugated, serotype 19F",,PPSV-19F,VAL185
VAL226,"Pneumococcal valence, polysaccharide unconjugated, serotype 20",,PPSV-20,VAL185
VAL227,"Pneumococcal valence, polysaccharide unconjugated, serotype 22F",,PPSV-22F,VAL185
VAL228,"Pneumococcal valence, polysaccharide unconjugated, serotype 23F",,PPSV-23F,VAL185
VAL229,"Pneumococcal valence, polysaccharide unconjugated, serotype 33F",,PPSV-33F,VAL185
VAL230,"Influenza valence, quadrivalent, inactivated, split or subunit, unspecified",,INF-SU4,VAL058
VAL231,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc3,VAL024
VAL232,"Pneumococcal valence, polysaccharide unconjugated, serotype 6A",,PPSV-06A,VAL185
VAL233,"Pneumococcal valence, polysaccharide unconjugated, serotype 25",,PPSV-25,VAL185
VAL234,"Meningococcal valence, unspecified",,Men,Valence
VAL235,"Meningococcal valence, polyvalent, conjugate polysaccharide",,MCV-poly,VAL234
VAL236,"Human Papillomavirus valence, VLP monovalent",,HPV-mono,VAL082
VAL237,"Human Papillomavirus valence, VLP polyvalent",,HPV-poly,VAL082
VAL238,"Human Papillomavirus valence, VLP, type 6",,HPV-06,VAL236
VAL239,"Human Papillomavirus valence, VLP , type 11",,HPV-11,VAL236
VAL240,"Human Papillomavirus valence, VLP, type 16",,HPV-16,VAL236
VAL241,"Human Papillomavirus valence, VLP, type 18",,HPV-18,VAL236
VAL242,"Human Papillomavirus valence, VLP, type 31",,HPV-31,VAL236
VAL243,"Human Papillomavirus valence, VLP, type 33",,HPV-33,VAL236
VAL244,"Human Papillomavirus valence, VLP, type 58",,HPV-58,VAL236
VAL245,"Human Papillomavirus valence, VLP, type 52",,HPV-52,VAL236
VAL246,"Human Papillomavirus valence, VLP, type 45",,HPV-45,VAL236
VAL247,"Japanese encephalitis valence, live attenuated chimeric virus",,JE-LAR,VAL248
VAL248,"Japanese encephalitis valence, live attenuated virus, unspecified",,JE-LA,VAL249
VAL249,"Japanese encephalitis valence, unspecified",,JE,Valence
VAL250,"Japanese encephalitis valence, inactivated, whole-virus, prepared on murine brain tissue",,JE-I-mb,VAL089
VAL251,"Japanese encephalitis valence, inactivated, whole-virus, derived from Vero cells",,JE-I-Vero,VAL089
VAL252,"Rabies immunoglobulin, human origin",,RIG-hu,VAL016
VAL253,"Rabies immunoglobulin valence, equine origin",,eRIG,VAL016
VAL254,"Rabies valence, inactivated, whole virion, semple type, prepared from goat or sheep brain tissue infected with rabies virus, contains myelin",,Rab-I-Semple,VAL256
VAL255,"Rabies valence, inactivated, whole virion, Fuenzalida type, prepared from suckling mouse brain tissue infected with rabies virus, decreased myelin content",,Rab-I-Fuenzalida,VAL256
VAL256,"Rabies valence, inactivated, whole virion, prepared from animal brain tissue infected with rabies virus, unspecified",,Rab-I-NervousTissue,VAL080
VAL257,"Rabies valence, inactivated, whole virion, cell culture-based, unspecified",,Rab-I-CC,VAL080
VAL258,"Rabies valence, inactivated, whole virion, cell culture-based, human diploid cell vaccine (HDCV) MRC-5, inactivation with ß-propiolactone",,Rab-I-HDCV,VAL257
VAL259,"Rabies valence, inactivated, whole virion, purified chick embryo cell vaccine (PCECV), obtained by growing the fixed rabies virus strain Flury LEP-25 in primary cultures of chick fibroblasts, virus inactivated with ß-propiolactone",,Rab-I-PCEC,VAL257
VAL260,"Rabies valence, inactivated, whole virion, cell culture-based, purified Vero cell rabies vaccine (PVRV), Wistar strain, inactivation with ß-propiolactone",,Rab-I-PVRV,VAL257
VAL261,"Rabies valence, inactivated, whole virion, cell culture-based, primary hamster kidney cell vaccine (PHKCV), Beijing strain, inactivation with formalin",,Rab-I-PHKCV,VAL257
VAL262,"Rabies valence, inactivated, whole virion, embryonated egg-based vaccine (EEV), unspecified",,Rab-I-EEV,VAL080
VAL263,"Rabies valence, inactivated, whole virion, purified duck embryo vaccine (PDEV), inactivation by ß-propiolactone",,Rab-I-PDEV,VAL262
VAL264,"COVID-19 valence, inactivated, whole-virion, authorized",,COVID-IV-Auth,VAL076
VAL265,"COVID-19 valence, inactivated, whole-virion, clinical trial",,COVID-IV-CT,VAL076
VAL266,"Meningococcal C valence, polysaccharide tetanus toxoid conjugated",,MCV-C-T,VAL057
VAL267,"Meningococcal C valence, polysaccharide diphtheria toxoid conjugated",,MCV-C-D,VAL057
VAL268,"Meningococcal C valence, polysaccharide conjugated to CRM197 protein",,MCV-C-CRM,VAL057
VAL269,"Meningococcal A valence, polysaccharide conjugated to CRM197 Protein",,MCV-A-CRM,VAL041
VAL270,"Meningococcal A valence, polysaccharide diphtheria toxoid conjugated",,MCV-A-D,VAL041
VAL271,"Meningococcal A valence, polysaccharide conjugate valence to tetanus toxoid",,MCV-A-T,VAL041
VAL272,"Meningococcal W valence, polysaccharide tetanus toxoid conjugated",,MCV-W-T,VAL136
VAL273,"Meningococcal W valence, polysaccharide diphtheria toxoid conjugated",,MCV-W-D,VAL136
VAL274,"Meningococcal W valence, polysaccharide conjugated to CRM197 protein",,MCV-W-CRM,VAL136
VAL275,"Meningococcal Y valence, polysaccharide conjugated to CRM197 protein",,MCV-Y-CRM,VAL078
VAL276,"Meningococcal Y valence, polysaccharide tetanus toxoid conjugated",,MCV-Y-T,VAL078
VAL277,"Meningococcal Y valence, polysaccharide diphtheria toxoid conjugated",,MCV-Y-D,VAL078
VAL278,"Adenovirus valence, live attenuated, oral route, unspecified",,AD-LA,Valence
VAL279,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped4,VAL064
VAL280,"Botulism valence, toxoid",,BT,VAL419
VAL281,"Adenovirus type 7 valence, live attenuated, oral route",,AD7-LA,VAL278
VAL282,"Adenovirus type 4 valence, live attenuated, oral route",,AD4-LA,VAL278
VAL283,"Hepatitis A valence, inactivated, whole-virus, paediatric dose, unspecified",,HepA-PED,VAL125
VAL284,"Hepatitis A valence, inactivated, whole-virus, adult dose, unspecified",,HepA-ADU,VAL125
VAL285,"Influenza valence, trivalent, inactivated, obtained from cell culture, split or subunit, standard dose",,INF-CC3,VAL360
VAL286,"Hepatitis A valence, live attenuated, unspecified",,HepA-LA,VAL288
VAL287,"Influenza valence, quadrivalent, recombinant",,INF-R4,VAL361
VAL288,"Hepatitis A valence, unspecified",,HepA,Valence
VAL289,"COVID-19 valence, original virus, mRNA encoding the SARS-CoV-2 spike protein, 10 micrograms",, COVID-mRNA-S-ORI-10,VAL303
VAL290,"COVID-19 valence, original virus, mRNA encoding the SARS-CoV-2 spike protein, 30 micrograms",,COVID-mRNA-S-ORI-30,VAL303
VAL291,"Hepatitis B valence, Recombinant, three antigens (HbS Ag, pre-S1, and pre-S2)",,HBs-r-3Ag,VAL068
VAL292,"COVID-19 valence, non-replicating adenovirus 26 vector encoding the SARS-CoV-2 spike protein, in clinical trials",,COVID-VVnr-S-Ad26-CT,VAL070
VAL293,Anthrax immunoglobulin valence,,Anthrax-Ig,VAL340
VAL294,"Smallpox valence, first-generation, live attenuated",,POX-1G,VAL022
VAL295,"Smallpox valence, second-generation, live attenuated",,POX-2G,VAL022
