NUVA,label,comment,shorthand,parent
VAL074,"Inaktywowana czterowalentna szczepionka przeciwko grypie, podzielona lub podjednostkowa, wysokodawkowa",,INF-SUhd4,VAL064
VAL075,Inaktywowana cała szczepionka przeciwko Leptospira icterohaemorrhagiae,,Lepto-wI,Valence
VAL076,"Szczepionka COVID-19, inaktywowana całymi wirusami, nieokreślona",,COVID-IV,VAL164
VAL077,"Mumps valence, live attenuated",,Mumps-LAV,VAL183
VAL078,"Szczepionka przeciwko meningokokom Y, polisacharydowa skoniugowana",,MCV-Y,VAL299
VAL079,"Rubella valence, live attenuated",,Rub-LAV,Valence
VAL080,"Inaktywowana w całości szczepionka przeciwko wściekliźnie, nieokreślona",,Rab-I,Valence
VAL081,"Wartość przeciwko cholerze, bez określenia",,Chol,Valence
VAL082,"Szczepionka przeciwko wirusowi brodawczaka ludzkiego, typy nieokreślone",,HPV,Valence
VAL083,"Toksoid błoniczy, dawka nieokreślona",,D-d,VAL414
VAL084,"Szczepionka COVID-19, replikujący wektor wirusa pęcherzykowego zapalenia jamy ustnej kodujący białko kolca SARS-CoV-2",,COVID-VVr-S-VSV,VAL398
VAL085,Monowalentna żywa atenuowana doustna szczepionka przeciwko polio typu 3,,mOPV3,VAL133
VAL086,"Szczepionka COVID-19, żywa, atenuowana, nieokreślona",,COVID-LA,VAL165
VAL087,"Wartość dengi, żywa atenuowana tetrwalentna chimeryczna rekombinowana oparta na szczepionce przeciw żółtej febrze 17D",,CYD-TDV,VAL150
VAL088,Immunoglobulina Varicella,,VZV-Ig,Valence
VAL089,"Wartość inaktywowana przeciwko japońskiemu zapaleniu mózgu, bez określenia",,JE-I,VAL249
VAL090,"Szczepionka przeciwko zapaleniu wątroby typu B, rekombinowany antygen powierzchniowy wirusa zapalenia wątroby typu B (HBsAg), dawka nieokreślona",,rHBsAg,VAL068
VAL091,"Żywa atenuowana szczepionka przeciwko durowi brzusznemu, szczep Ty21a, doustna",,Ty-LA,VAL014
VAL092,Żółta gorączka,,YF,Valence
VAL093,Inaktywowana cała szczepionka przeciwko odrze,,Meas-I,VAL182
VAL094,"Influenza valence, trivalent, inactivated, fractionated or subunit, intramuscular or subcutaneous, non-adjuvanted, high dose",,INF-SUhd3,VAL122
VAL095,"Szczepionka COVID-19, replikujący wektor wirusa rzekomego pomoru drobiu kodujący białko kolczaste SARS-CoV-2",,COVID-VVr-S-Nv,VAL398
VAL096,Wartość BCG,,BCG,Valence
VAL097,"Toksoid błoniczy, dawka standardowa",,D,VAL083
VAL098,4-komponentowa szczepionka przeciwko meningokokom typu B,,4CMenB,VAL161
VAL099,Wartość inaktywowana przeciwko pandemicznej grypie H1N1 2009 ,,Inf-pdm09,VAL058
VAL100,"Japanese encephalitis valence, live attenuated virus, strain 14-14-2",,JE-LAV-14-14-2,VAL248
VAL101,"Szczepionka COVID-19, niereplikujący się wektor wirusa rzekomego pomoru drobiu kodujący białko kolca SARS-CoV-2",,COVID-VVnr-S-Nv,VAL397
VAL102,Rekombinowana peptydowa wartość przeciwko wirusowemu zapaleniu wątroby typu E,,HepE,Valence
VAL103,"Sprzężona wartość przeciwko Haemophilus influenzae typu b, bez określenia",,Hib-C,VAL177
VAL104,"Szczepionka COVID-19, podjednostka białkowa, rekombinowane białko kolca",,COVID-PS-rS,VAL053
VAL105,"Szczepionka przeciw pneumokokom, niespecyfikowana",,Pneumo,Valence
VAL106,"Szczepionka przeciwko rotawirusom, nieokreślona",,Rota,Valence
VAL107,"Szczepionka COVID-19, podjednostka białkowa, rekombinowane nanocząstki białka kolczastego",,COVID-PS-rSnp,VAL104
VAL108,Żywa niereplikująca się rekombinowana szczepionka wektorowa Ad26.ZEBOV,,ZebovVRnrAd26,VAL126
VAL109,"Wartość przeciwko eboli z niereplikującym się wektorem wirusowym, zmodyfikowana szczepionka Ankara ",,Ebola-MVA-BN-Filo,VAL126
VAL110,Immunoglobulina tężcowa,,T-Ig,Valence
VAL111,Bezkomórkowa szczepionka przeciw wąglikowi,,Bant,VAL340
VAL112,"Czterowalentna inaktywowana wartość przeciwko grypie uzyskana z hodowli komórkowej, dzielona lub podjednostkowa, normalna dawka",,INF-CC4,VAL360
VAL113,"Dwuwalentna szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typy 16 i 18",,HPV-02-valent,VAL237
VAL114,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, rekombinowany antygen powierzchniowy zapalenia wątroby typu B (HBsAg), 10 mikrogramów",,rHBsAg-10,VAL090
VAL115,"Szczepionka przeciwko wirusowemu zapaleniu wątroby typu B, rekombinowany antygen powierzchniowy wirusa zapalenia wątroby typu B (HBsAg), 20 mikrogramów",,rHBsAg-20,VAL090
VAL116,"Przeciwciało monoklonalne przeciwko RSV, palivizumab",,RSV-mAb-pal,VAL320
VAL117,"Szczepionka acelularna przeciwko krztuścowi, dawka nieokreślona",,Acel,VAL003
VAL118,"Szczepionka meningokokowa typu B, niespecyfikowana",,MenB,VAL234
VAL119,Meningokokowa monowalentna nieskoniugowana szczepionka polisacharydowa,,MPV-mono,VAL439
VAL120,"Nieskoniugowany polisacharyd meningokokowy, poliwalentny",,MPV-poly,VAL234
VAL121,Doustna trójwalentna inaktywowana całkowita szczepionka przeciw polio,,POLIO-I-O,VAL042
VAL122,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted",,INF-SUNA3,VAL231
VAL123,"Rotavirus valence, pentavalent, live attenuated virus",,Rota5-L,VAL106
VAL124,"Wartość żywa atenuowana przeciwko cholerze, bez określenia",,Chol-L,VAL081
VAL125,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, bez określenia",,HepA-I,VAL288
VAL126,"Wartość przeciwko eboli, bez określenia",,Ebola,Valence
VAL127,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc4,VAL230
VAL128,"Wartość przeciwko grypie, bez określenia",,Inf,Valence
VAL129,"Wartość przeciwko wirusowi opryszczki pospolitej, bez określenia",,HSV,Valence
VAL130,Wartość wirusomowa przeciwko wirusowemu zapaleniu wątroby typu A,,HepA-VLP,VAL125
VAL131,Cała inaktywowana szczepionka przeciwko dżumie,,Yp-I,VAL422
VAL132,Monowalentna żywa atenuowana doustna szczepionka przeciw polio typu 1,,mOPV1,VAL133
VAL133,"Żywa atenuowana monowalentna doustna szczepionka przeciwko polio, typ nieokreślony",,mOPV,VAL042
VAL134,"Influenza valence, quadrivalent, inactivated, split or subunit, intradermal route, unspecified",,INF-SUid4,VAL230
VAL135,"COVID-19 valence, mRNA encoding the SARS-CoV-2 spike protein, in clinical trials ",,Covid-ARNm-S-CT,VAL303
VAL136,"Szczepionka meningokokowa W, polisacharydowa skoniugowana",,MCV-W,VAL300
VAL137,"Szczepionka meningokokowa C, nieskoniugowana polisacharydowa",,MPV-C,VAL298
VAL138,"Szczepionka meningokokowa W, nieskoniugowana polisacharydowa",,MPV-W,VAL300
VAL139,"Szczepionka przeciwko meningokokom Y, nieskoniugowana polisacharydowa",,MPV-Y,VAL299
VAL140,"Influenza valence, live attenuated, unspecified",,Inf-L,VAL128
VAL141,RIX4414 monowalentna szczepionka przeciw rotawirusom,,Rota-mv-RIX4414,VAL106
VAL142,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, monowalentna, dawka pediatryczna",,HepA-mv-PED,VAL283
VAL143,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, bivalentna (zapalenie wątroby typu A i B), dawka pediatryczna",,HepA-bv-PED,VAL283
VAL144,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, monowalentna, dawka dla dorosłych",,HepA-mv-ADU,VAL284
VAL145,"Wartość całkowicie inaktywowana przeciwko wirusowemu zapaleniu wątroby typu A, bivalentna (zapalenie wątroby typu A i B), dawka dla dorosłych",,HepA-bv-ADU,VAL284
VAL146,Wartość przeciwko całej inaktywowanej Brucella,,Bruc-I,VAL006
VAL147,Wartość z antygenem białkowym P.I. (fenol-nierozpuszczalny) przeciwko brucelozie,,Bruc-IP,VAL006
VAL148,Przeciwciało monoklonalne przeciwko wirusowi syncytialnemu układu oddechowego,,RSV-IG,VAL317
VAL149,"Szczepionka COVID-19, mRNA kodujący białko kolca SARS-CoV-2, 25 mikrogramów",,Covid-mRNA-S-25,VAL043
VAL150,"Wartość przeciwko dendze, bez określenia",,Den,Valence
VAL151,"Szczepionka przeciwko tularemii, nieokreślona",,Tular,Valence
VAL152,"Valência vacinal inteira inativada contra a gripe, sem especificação",,Inf-I,VAL365
VAL153,"Szczepionka przeciwko Haemophilus influenzae typu b, polisacharyd PRP skoniugowany z toksoidem błoniczym",,PRP-D,VAL103
VAL154,"Wartość Haemophilus influenzae typu b, oligosacharydy PRP sprzężone z mutantem toksyny błoniczej CRM197",,HbOC,VAL103
VAL155,"Szczepionka przeciwko Haemophilus influenzae typu b, polisacharyd skoniugowany z białkiem błony zewnętrznej Neisseria meningitidis serogrupy B",,PRP-OMP,VAL103
VAL156,"PRP-T Szczepionka Haemophilus influenzae typu b, polisacharyd PRP sprzężony z toksoidem tężcowym",,PRP-T,VAL103
VAL157,"Szczepionka COVID-19, niespecyfikowana",,COVID,Valence
VAL158,Szczepionka plazmowa przeciwko wirusowemu zapaleniu wątroby typu B,,pHBsAg,VAL068
VAL159,"Podjednostkowa szczepionka przeciwko półpaścowi, nieokreślona",,Shingles-SU,VAL160
VAL160,"Szczepionka przeciwko półpaścowi, nieokreślona",,Shingles,Valence
VAL161,"Szczepionka wieloskładnikowa meningokokowa B, nieokreślona",,MenB-mc,VAL118
VAL162,"Szczepionka COVID-19, wektor replikujący wirusa, nieokreślony",,COVID-VVr,VAL165
VAL163,"Szczepionka COVID-19, niereplikujący się wektor wirusowy, niespecyfikowana",,COVID-VVnr,VAL165
VAL164,"Szczepionka COVID-19, nieżywa, nieokreślona",,COVID-non-live,VAL157
VAL165,"Żywa szczepionka przeciw krowom 19, nieokreślona",,COVID-live,VAL157
VAL166,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped3,VAL122
VAL167,"Szczepionka COVID-19, niereplikujący się wektor wirusowy, z komórkami prezentującymi antygen",,COVID-VVnr+APC,VAL163
VAL168,"Szczepionka COVID-19, RNA, nieokreślona",,COVID-RNA,VAL164
VAL169,Samodzielnie amplifikujące się mRNA (AAA) szczepionka dla Szczepionka 19,,COVID-mRNA-SAM,VAL303
VAL170,"Szczepionka przeciwko zapaleniu wątroby typu B, rekombinowany antygen powierzchniowy wirusa zapalenia wątroby typu B (HBsAg), 5 mikrogramów",,rHepB-05,VAL090
VAL171,"Szczepionka przeciwko wenezuelskiemu zapaleniu mózgu koni, nieokreślona",,VEE,Valence
VAL172,"Wartość przeciwko gorączce Q (Coxiella burnetii), bez określenia",,Cbur,Valence
VAL173,"Argentine hemorrhagic fever valence, Junin virus, live attenuated",,Junin-LAV,VAL421
VAL174,"Wartość hantawirusowa, bez określenia",,HAN,Valence
VAL175,"Szczepionka przeciwko leiszmaniozie, nieokreślona",,Leish,Valence
VAL176,"Szczepionka przeciwko ludzkim wirusom parainfluenzy, niespecyfikowana",,HPIVs,Valence
VAL177,"Wartość przeciwko Haemophilus influenzae typu b, bez określenia",,Hib,Valence
VAL178,"COVID-19 vaccine, mRNA coding for SARS-CoV-2 spike protein, Omicron variant BA.1, 25 micrograms",,COVID-mRNA-S-OMI-BA.1-25,VAL393
VAL179,"Skoniugowana szczepionka meningokokowa, monowalentna",,MCV-mono,VAL439
VAL180,"Szczepionka COVID-19, mRNA kodujący białko kolca SARS-CoV-2, 100 mikrogramów",,COVID-mRNA-S-ORI-100,VAL303
VAL181,"Szczepionka COVID-19, mRNA kodujący białko kolca SARS-CoV-2, oryginalny wirus SARS-CoV-2, 25 mikrogramów",,Covid-mRNA-S-ORI-25,VAL303
VAL182,"Szczepionka przeciwko boreliozie, nieokreślona",,Meas,Valence
VAL183,"Szczepionka przeciwko śwince, nieokreślona",,Mumps,Valence
VAL184,"Polisacharydowa szczepionka skoniugowana przeciwko pneumokokom, monowalentna",,PCV,VAL105
VAL185,"Szczepionka pneumokokowa polisacharydowa nieskoniugowana, nieokreślona",,PPSV,VAL105
VAL186,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 1",,PCV-01,VAL184
VAL187,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 3",,PCV-03,VAL184
VAL188,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 4",,PCV-04,VAL184
VAL189,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 5",,PCV-05,VAL184
VAL190,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 6A",,PCV-06A,VAL184
VAL191,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 6B",,PCV-06B,VAL184
VAL192,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 7F",,PCV-07F,VAL184
VAL193,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 8",,PCV-08,VAL184
VAL194,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 9V",,PCV-09V,VAL184
VAL195,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 10A",,PCV-10A,VAL184
VAL196,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 11A",,PCV-11A,VAL184
VAL197,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 12F",,PCV-12F,VAL184
VAL198,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 14",,PCV-14,VAL184
VAL199,"Pneumokokowa szczepionka polisacharydowa skoniugowana, serotyp 15B",,PCV-15B,VAL184
VAL200,"Szczepionka pneumokokowa polisacharydowa skoniugowana, serotyp 18C",,PCV-18C,VAL184
VAL201,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 19A",,PCV-19A,VAL184
VAL202,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 19F",,PCV-19F,VAL184
VAL203,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 22F",,PCV-22F,VAL184
VAL204,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 23F",,PCV-23F,VAL184
VAL205,"Pneumokokowa polisacharydowa szczepionka skoniugowana, serotyp 33F",,PCV-33F,VAL184
VAL206,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 1",,PPSV-01,VAL185
VAL207,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 2",,PPSV-02,VAL185
VAL208,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 3",,PPSV-03,VAL185
VAL209,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 4",,PPSV-04,VAL185
VAL210,"Pneumokokowa polisacharydowa szczepionka nieskoniugowana, serotyp 5",,PPSV-05,VAL185
VAL211,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 6B",,PPSV-06B,VAL185
VAL212,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 7F",,PPSV-07F,VAL185
VAL213,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 8",,PPSV-08,VAL185
VAL214,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 9N",,PPSV-09N,VAL185
VAL215,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 9V",,PPSV-09V,VAL185
VAL216,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 10A",,PPSV-10A,VAL185
VAL217,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 11A",,PPSV-11A,VAL185
VAL218,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 12F",,PPSV-12F,VAL185
VAL219,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 14",,PPSV-14,VAL185
VAL220,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 15B",,PPSV-15B,VAL185
VAL221,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 15F",,PPSV-15F,VAL185
VAL222,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 17F",,PPSV-17F,VAL185
VAL223,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 18C",,PPSV-18C,VAL185
VAL224,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 19A",,PPSV-19A,VAL185
VAL225,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 19F",,PPSV-19F,VAL185
VAL226,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 20",,PPSV-20,VAL185
VAL227,"Nieskoniugowana szczepionka zawierająca polisacharyd pneumokokowy, serotyp 22F",,PPSV-22F,VAL185
VAL228,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 23F",,PPSV-23F,VAL185
VAL229,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 33F",,PPSV-33F,VAL185
VAL230,"Czterowalentna inaktywowana wartość przeciwko grypie, dzielona lub podjednostkowa, bez określenia",,INF-SU4,VAL058
VAL231,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc3,VAL024
VAL232,"Polisacharydowa szczepionka pneumokokowa nieskoniugowana, serotyp 6A",,PPSV-06A,VAL185
VAL233,"Nieskoniugowana szczepionka polisacharydowa przeciwko pneumokokom, serotyp 25",,PPSV-25,VAL185
VAL234,"Szczepionka meningokokowa, nieokreślona",,Men,Valence
VAL235,"Polisacharydowa szczepionka skoniugowana przeciwko meningokokom, poliwalentna",,MCV-poly,VAL234
VAL236,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, monowalentna",,HPV-mono,VAL082
VAL237,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, poliwalentna",,HPV-poly,VAL082
VAL238,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 6",,HPV-06,VAL236
VAL239,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 11",,HVP-11,VAL236
VAL240,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 16",,HVP-16,VAL236
VAL241,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 18",,HVP-18,VAL236
VAL242,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 31",,HVP-31,VAL236
VAL243,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 33",,HPV-33,VAL236
VAL244,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 58",,HVP-58,VAL236
VAL245,"Szczepionka VLP wirusa brodawczaka ludzkiego, typ 52",,HVP-52,VAL236
VAL246,"Szczepionka VLP przeciwko wirusowi brodawczaka ludzkiego, typ 45",,HVP-45,VAL236
VAL247,"Japanese encephalitis valence, live attenuated chimeric virus",,JE-LAR,VAL248
VAL248,"Japanese encephalitis valence, live attenuated virus, unspecified",,JE-LAV,VAL249
VAL249,"Wartość przeciwko japońskiemu zapaleniu mózgu, bez określenia",,JE,Valence
VAL250,"Wartość przeciwko japońskiemu zapaleniu mózgu, całkowicie inaktywowana, przygotowana na tkance mózgowej myszy",,JE-I-mb,VAL089
VAL251,"Wartość japońskiego zapalenia mózgu, inaktywowana, pochodząca z komórek Vero",,JE-I-Vero,VAL089
VAL252,"Immunoglobulina wścieklizny, pochodzenia ludzkiego",,RIG-hu,VAL016
VAL253,"Immunoglobulina przeciwko wściekliźnie, pochodzenia końskiego",,eRIG,VAL016
