NUVA,label,comment,shorthand,parent
VAL042,"Polio-Impfstoff, nicht spezifiziert",,POLIO,Valence
VAL043,"Anti-Covid-19-Impfstoff mit mRNA, die das Spitzenprotein von SARS-CoV-2 kodiert",,COVID-mRNA-S,VAL168
VAL044,Varizellen,,VZV-LAV,Valence
VAL045,Inaktivierter Paratyphus-Vollimpfstoff,,pTy-I,VAL014
VAL046,Typhus,,Typhus,Valence
VAL047,Immunoglobulin gegen Hepatitis B,,IgHepB,Valence
VAL048,Inaktivierter ganzer Impfstoff gegen Mumps,,Or-I,VAL183
VAL049,"Polysaccharid-Haemophilus-influenzae-Typ-b-Valenz, nicht konjugiert",,Hib-PS,VAL177
VAL050,"COVID-19-Impfstoff, nicht-replizierender Adenovirus-5-Vektor, der für das SARS-CoV-2-Spike-Protein kodiert, nicht spezifiziert",,COVID-VVnr-S-Ad5,VAL070
VAL051,Präpandemischer Impfstoff gegen Influenza A(H5N1),,AH5N1,VAL386
VAL052,"Vierfach-Impfstoff gegen humane Papillomaviren VLP, Typen 6, 11, 16 und 18",,HPV-04-valent,VAL237
VAL053,"COVID-19-Impfstoff, Proteinuntereinheit, rekombinantes Spike-Protein, nicht spezifiziert",,COVID-PS,VAL164
VAL054,"COVID-19-Impfstoff, nicht-replizierender modifizierter Vaccinia-Virus-Ankara-Vektor, der für das SARS-CoV-2-Spike-Protein kodiert",,COVID-VVnr-S-MVA,VAL397
VAL055,Immunoglobulin gegen Masern,,Ig-Measles,VAL447
VAL056,Inaktivierter dreiwertiger Polio-Ganzkörperimpfstoff zur Injektion,,POLIO-I,VAL042
VAL057,"Meningokokken-Impfstoff C, Polyosid-Konjugat",,MCV-C,VAL298
VAL058,"Inaktivierte Influenza-Valenz, Spalt- oder Untereinheit, ohne Spezifikation",,INF-SU,VAL365
VAL059,"Quadrivalente lebend-attenuierte Influenza-Valenz, normale Dosis",,INF-L4,VAL140
VAL060,"Chikungunya virus valence, live attenuated",,CHIK-LA,VAL390
VAL061,"COVID-19-Impfstoff, Proteinuntereinheit, rekombinantes Spike-Protein, S-2P und CpG1018",,COVID-PS-CpG1018,VAL104
VAL062,"Cholera valence, protein subunit, recombinant cholera toxin subunit B (rCTB)",,O-Chol-rCTB-I,VAL021
VAL063,Botulinum-Antitoxin,,BAT,VAL420
VAL064,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted",,INF-SUNA4,VAL127
VAL065,"Abgeschwächter, rekombinanter, chimärer, tetravalenter Dengue-Lebendimpfstoff ",,RC-TDV,VAL150
VAL066,"Anti-Kovid-19-Impfstoff mit replikativem viralem Vektor, Influenzavirus, das für das SARS-CoV-2-Spitzenprotein kodiert.",,COVID-VVr-S-Influ,VAL398
VAL067,Tetanus-Toxoid,,T,Valence
VAL068,"Hepatitis-B-Valenz, ohne Spezifikation",,HepB,Valence
VAL069,"COVID-19-Impfstoff, nicht replizierender Schimpansen-Adenovirusvektor ChAdOx1, der für das SARS-CoV-2-Spike-Protein kodiert",,COVID-VVnr-S-ChAdOx1,VAL397
VAL070,"COVID-19-Impfstoff, nicht-replizierender adenoviraler Vektor, der für das SARS-CoV-2-Spike-Protein kodiert, nicht spezifiziert",,COVID-VVnr-S-Ad,VAL397
VAL071,Inaktivierter Typhus-Ganzkeimimpfstoff,,Ty-I,VAL014
VAL072,"Meningokokken-B-Impfstoff, der fHbp der Unterfamilien A und B enthält",,MenB-fHbpAB,VAL161
VAL073,"COVID-19-Impfstoff, replizierender viraler Vektor, mit antigenpräsentierenden Zellen",,COVID-VVr+APC,VAL162
VAL074,"Vierwertiger inaktivierter Influenza-Impfstoff, Split oder Subunit, hochdosiert",,INF-SUhd4,VAL064
VAL075,Inaktivierter Ganzkörperimpfstoff gegen Leptospira icterohaemorrhagiae,,Lepto-wI,VAL448
VAL076,"COVID-19-Impfstoff, inaktiviertes Vollvirus, nicht spezifiziert",,COVID-IV,VAL164
VAL077,"Mumps valence, live attenuated",,Mumps-LAV,VAL183
VAL078,"Meningokokken-Impfstoff Y, konjugiertes Polyosid",,MCV-Y,VAL299
VAL079,"Rubella valence, live attenuated",,Rub-LAV,Valence
VAL080,"Inaktivierter Vollvirus-Tollwutimpfstoff, nicht spezifiziert",,Rab-I,Valence
VAL081,"Cholera-Valenz, ohne Spezifikation",,Chol,Valence
VAL082,"Humaner Papillomavirus-Impfstoff, nicht spezifizierte Typen",,HPV,Valence
VAL083,"Diphtherietoxoid, Dosis nicht spezifiziert",,D-d,VAL414
VAL084,"COVID-19-Impfstoff, replizierender Vesikuläre Stomatitis-Virus-Vektor, der für das SARS-CoV-2-Spike-Protein kodiert",,COVID-VVr-S-VSV,VAL398
VAL085,Monovalenter oraler attenuierter Lebendimpfstoff gegen Poliomyelitis Typ 3,,mOPV3,VAL133
VAL086,"COVID-19-Impfstoff, abgeschwächter Lebendimpfstoff, nicht spezifiziert",,COVID-LA,VAL165
VAL087,"Dengue-Valenz, lebend-attenuierte tetravalente chimäre rekombinante, basierend auf dem Gelbfieber-17D-Impfstoff",,CYD-TDV,VAL150
VAL088,Immunoglobuline gegen das Varizellenvirus,,VZV-Ig,Valence
VAL089,"Inaktivierte Japanische-Enzephalitis-Valenz, ohne Spezifikation",,JE-I,VAL249
VAL090,"Hepatitis-B-Impfstoff, rekombinantes Hepatitis-B-Virus-Oberflächenantigen (HBsAg), Dosis nicht spezifiziert",,rHBsAg,VAL068
VAL091,"Attenuierter Typhus-Lebendimpfstoff, Stamm Ty21a, zum Einnehmen",,Ty-LA,VAL014
VAL092,Gelbfieber,,YF,Valence
VAL093,Inaktivierter Masern-Ganzkeimimpfstoff,,Meas-I,VAL182
VAL094,"Influenza valence, trivalent, inactivated, fractionated or subunit, intramuscular or subcutaneous, non-adjuvanted, high dose",,INF-SUhd3,VAL122
VAL095,"COVID-19-Impfstoff, replizierender Newcastle-Disease-Virus-Vektor, der für das SARS-CoV-2-Spike-Protein kodiert",,COVID-VVr-S-Nv,VAL398
VAL096,BCG-Valenz,,BCG,Valence
VAL097,"Diphtherie-Toxoid, Standarddosis",,D,VAL083
VAL098,Meningokokken-B-Impfstoff mit 4 Komponenten,,4CMenB,VAL161
VAL099,Inaktivierte pandemische Influenza-H1N1-2009-Valenz ,,Inf-pdm09,VAL058
VAL100,"Japanese encephalitis valence, live attenuated virus, strain 14-14-2",,JE-LAV-14-14-2,VAL248
VAL101,"COVID-19-Impfstoff, nicht replizierender Newcastle-Disease-Virus-Vektor, der für das SARS-CoV-2-Spike-Protein kodiert",,COVID-VVnr-S-Nv,VAL397
VAL102,Rekombinante peptidische Hepatitis-E-Valenz,,HepE,Valence
VAL103,"Konjugierte Haemophilus-influenzae-Typ-b-Valenz, ohne Spezifikation",,Hib-C,VAL177
VAL104,"COVID-19-Impfstoff, Proteinuntereinheit, rekombinantes Spike-Protein",,COVID-PS-rS,VAL053
VAL105,"Pneumokokken-Impfstoff, nicht spezifiziert",,Pneumo,Valence
VAL106,"Rotavirus-Impfstoff, nicht spezifiziert",,Rota,Valence
VAL107,"COVID-19-Impfstoff, Protein-Untereinheit, rekombinante Spike-Protein-Nanopartikel",,COVID-PS-rSnp,VAL104
VAL108,"Rekombinanter, nicht replizierender, lebender, viraler Vektorimpfstoff Ad26.ZEBOV",,ZebovVRnrAd26,VAL126
VAL109,"Ebola-Valenz mit nicht-replikativem viralen Vektor, modifizierter Ankara-Impfstoff ",,Ebola-MVA-BN-Filo,VAL126
VAL110,Tetanus-Immunglobuline,,T-Ig,Valence
VAL111,azelluläre Valenz gegen Milzbrand,,Bant,VAL340
VAL112,"Quadrivalente inaktivierte Influenza-Valenz aus Zellkultur, spalt- oder untereinheitlich, normale Dosis",,INF-CC4,VAL360
VAL113,"Bivalenter humaner Papillomavirus-VLP-Impfstoff, Typen 16 und 18",,HPV-02-valent,VAL237
VAL114,"Hepatitis-B-Impfstoff, rekombinantes Oberflächenantigen des Hepatitis-B-Virus (HBsAg), 10 Mikrogramm",,rHBsAg-10,VAL090
VAL115,"Hepatitis-B-Impfstoff, rekombinantes Hepatitis-B-Virus-Oberflächenantigen (HBsAg), 20 Mikrogramm",,rHBsAg-20,VAL090
VAL116,"Monoklonaler Antikörper gegen RSV, palivizumab",,RSV-mAb-pal,VAL320
VAL117,"Impfstoff gegen azelluläre Pertussis, Dosis nicht spezifiziert",,Acel,VAL003
VAL118,"Meningokokken-B-Impfstoff, nicht spezifiziert",,MenB,VAL234
VAL119,"Monovalenter, polyosider, nicht konjugierter Meningokokken-Impfstoff",,MPV-mono,VAL439
VAL120,"Meningokokken, nicht konjugiertes Polysaccharid, polyvalent",,MPV-poly,VAL234
VAL121,Inaktivierter dreiwertiger oraler Polio-Ganzkörperimpfstoff,,POLIO-I-O,VAL042
VAL122,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, non-adjuvanted",,INF-SUNA3,VAL231
VAL123,"Rotavirus valence, pentavalent, live attenuated virus",,Rota5-L,VAL106
VAL124,"Lebend-attenuierte Cholera-Valenz, ohne Spezifikation",,Chol-L,VAL081
VAL125,"Ganze inaktivierte Hepatitis-A-Valenz, ohne Spezifikation",,HepA-I,VAL288
VAL126,"Ebola-Valenz, ohne Spezifikation",,Ebola,Valence
VAL127,"Influenza valence, quadrivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc4,VAL230
VAL128,"Influenza-Valenz, ohne Spezifikation",,Inf,Valence
VAL129,"Herpes-Simplex-Valenz, ohne Spezifikation",,HSV,Valence
VAL130,Hepatitis-A-Virosom-Valenz,,HepA-VLP,VAL125
VAL131,Inaktivierter ganzer Impfstoff gegen die Pest,,Yp-I,VAL422
VAL132,Poliomyelitische Lebendvalenz abgeschwächt oral einwertig Typ 1,,mOPV1,VAL133
VAL133,"Attenuierter monovalenter oraler Polio-Lebendimpfstoff, Typ nicht spezifiziert",,mOPV,VAL042
VAL134,"Influenza valence, quadrivalent, inactivated, split or subunit, intradermal route, unspecified",,INF-SUid4,VAL230
VAL135,"COVID-19 valence, mRNA encoding the SARS-CoV-2 spike protein, in clinical trials ",,Covid-ARNm-S-CT,VAL303
VAL136,"Meningokokken-Impfstoff W, Polyosid-Konjugat",,MCV-W,VAL300
VAL137,"Meningokokken-Impfstoff C, nicht konjugiertes Polyosid",,MPV-C,VAL298
VAL138,Inaktivierter Ganzvirus-Impfstoff gegen Covid 19,,MPV-W,VAL300
VAL139,"Meningokokken-Impfstoff Y, nicht konjugiertes Polyosid",,MPV-Y,VAL299
VAL140,"Influenza valence, live attenuated, unspecified",,Inf-L,VAL128
VAL141,Monovalenter Impfstoff RIX4414 gegen Rotavirus,,Rota-mv-RIX4414,VAL106
VAL142,"Ganze inaktivierte Hepatitis-A-Valenz, monovalent, pädiatrische Dosis",,HepA-mv-PED,VAL283
VAL143,"Ganze inaktivierte Hepatitis-A-Valenz, bivalent (Hepatitis A und B), pädiatrische Dosis",,HepA-bv-PED,VAL283
VAL144,"Ganze inaktivierte Hepatitis-A-Valenz, monovalent, Erwachsenendosis",,HepA-mv-ADU,VAL284
VAL145,"Ganze inaktivierte Hepatitis-A-Valenz, bivalent (Hepatitis A und B), Erwachsenendosis",,HepA-bv-ADU,VAL284
VAL146,Valenz gegen ganze inaktivierte Brucella,,Bruc-I,VAL006
VAL147,Valenz mit Proteinantigen P.I. (phenolunlöslich) gegen Brucellose,,Bruc-IP,VAL006
VAL148,Monoklonaler Antikörper gegen das Respiratorische Synzytialvirus,,RSV-IG,VAL338
VAL149,"COVID-19-Impfstoff, mRNA kodierend für SARS-CoV-2-Spike-Protein, 25 Mikrogramm",,Covid-mRNA-S-25,VAL043
VAL150,"Dengue-Valenz, ohne Spezifikation",,Den,Valence
VAL151,"Tularämie-Impfstoff, nicht spezifiziert",,Tular,Valence
VAL152,"Ganze inaktivierte Influenza-Valenz, ohne Spezifikation",,Inf-I,VAL365
VAL153,"Impfstoff gegen Haemophilus influenzae Typ b, Polysaccharid PRP, konjugiert mit Diphtherietoxoid",,PRP-D,VAL103
VAL154,"Haemophilus influenzae Typ b-Valenz, PRP-Oligoside konjugiert mit mutiertem Diphtherietoxin CRM197",,HbOC,VAL103
VAL155,"Impfstoff gegen Haemophilus influenzae Typ b, Polysaccharid, konjugiert mit dem äußeren Membranprotein von Neisseria meningitidis Serogruppe B",,PRP-OMP,VAL103
VAL156,"PRP-T Haemophilus influenzae Typ b-Impfstoff, Polysaccharid PRP konjugiert mit Tetanustoxoid",,PRP-T,VAL103
VAL157,"COVID-19-Impfstoff, nicht spezifiziert",,COVID,Valence
VAL158,Plasma-Impfstoff gegen Hepatitis B,,pHBsAg,VAL068
VAL159,"Subunit-Impfstoff gegen Gürtelrose, nicht spezifiziert",,Shingles-SU,VAL160
VAL160,"Gürtelrose-Impfstoff, nicht spezifiziert",,Shingles,Valence
VAL161,"Multikomponenten-Impfstoff gegen Meningokokken B, ohne nähere Angaben",,MenB-mc,VAL118
VAL162,"COVID-19-Impfstoff, replizierender Virusvektor, nicht spezifiziert",,COVID-VVr,VAL165
VAL163,"COVID-19-Impfstoff, nicht-replizierender viraler Vektor, nicht spezifiziert",,COVID-VVnr,VAL165
VAL164,"COVID-19-Impfstoff, nicht lebend, nicht spezifiziert",,COVID-non-live,VAL157
VAL165,"Levend vaccin tegen covidae 19, niet gespecificeerd",,COVID-live,VAL157
VAL166,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route, pediatric dose",,INF-SUped3,VAL122
VAL167,"COVID-19-Impfstoff, nicht replizierender viraler Vektor, mit antigenpräsentierenden Zellen",,COVID-VVnr+APC,VAL163
VAL168,"COVID-19-Impfstoff, RNA, nicht spezifiziert",,COVID-RNA,VAL164
VAL169,Zelfversterkend mRNA-vaccin (AAA) voor vaccin 19,,COVID-mRNA-SAM,VAL303
VAL170,"Hepatitis-B-Impfstoff, rekombinantes Hepatitis-B-Virus-Oberflächenantigen (HBsAg), 5 Mikrogramm",,rHepB-05,VAL090
VAL171,"Impfstoff gegen venezolanische Pferdeenzephalitis, nicht spezifiziert",,VEE,Valence
VAL172,"Valenz gegen Q-Fieber (Coxiella burnetii), ohne Spezifikation",,Cbur,Valence
VAL173,"Argentine hemorrhagic fever valence, Junin virus, live attenuated",,Junin-LAV,VAL421
VAL174,"Hantavirus-Valenz, ohne Spezifikation",,HAN,Valence
VAL175,"Leishmaniose-Impfstoff, nicht spezifiziert",,Leish,Valence
VAL176,"Impfstoff gegen humane Parainfluenzaviren, nicht spezifiziert",,HPIVs,Valence
VAL177,"Haemophilus-influenzae-Typ-b-Valenz, ohne Spezifikation",,Hib,Valence
VAL178,"COVID-19-Impfstoff, mRNA, die für das SARS-CoV-2-Spike-Protein kodiert, Omicron-Variante, 25 Mikrogramm",,Covid-mRNA-S-OMI-25,VAL393
VAL179,"Meningokokken-Konjugatimpfstoff, monovalent",,MCV-mono,VAL439
VAL180,"COVID-19-Impfstoff, mRNA, die für das SARS-CoV-2-Spike-Protein kodiert, 100 Mikrogramm",,Covid-mRNA-S-100,VAL303
VAL181,"COVID-19-Impfstoff, mRNA, die für das Spike-Protein von SARS-CoV-2 kodiert, Original-SARS-CoV-2-Virus, 25 Mikrogramm",,Covid-mRNA-S-ORI-25,VAL303
VAL182,"Masern-Impfstoff, nicht näher bezeichnet",,Meas,Valence
VAL183,"Mumps-Impfstoff, nicht spezifiziert",,Mumps,Valence
VAL184,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, monovalent",,PCV,VAL105
VAL185,"Pneumokokken-Polysaccharid-Impfstoff, nicht konjugiert, nicht spezifiziert",,PPSV,VAL105
VAL186,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 1",,PCV-01,VAL184
VAL187,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 3",,PCV-03,VAL184
VAL188,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 4",,PCV-04,VAL184
VAL189,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 5",,PCV-05,VAL184
VAL190,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 6A",,PCV-06A,VAL184
VAL191,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 6B",,PCV-06B,VAL184
VAL192,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 7F",,PCV-07F,VAL184
VAL193,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 8",,PCV-08,VAL184
VAL194,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 9V",,PCV-09V,VAL184
VAL195,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 10A",,PCV-10A,VAL184
VAL196,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 11A",,PCV-11A,VAL184
VAL197,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 12F",,PCV-12F,VAL184
VAL198,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 14",,PCV-14,VAL184
VAL199,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 15B",,PCV-15B,VAL184
VAL200,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 18C",,PCV-18C,VAL184
VAL201,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 19A",,PCV-19A,VAL184
VAL202,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 19F",,PCV-19F,VAL184
VAL203,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 22F",,PCV-22F,VAL184
VAL204,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 23F",,PCV-23F,VAL184
VAL205,"Pneumokokken-Polysaccharid-Konjugatimpfstoff, Serotyp 33F",,PCV-33F,VAL184
VAL206,"Pneumokokken-Polysaccharid-Impfstoff, nicht konjugiert, Serotyp 1",,PPSV-01,VAL185
VAL207,"Pneumokokken-Polysaccharid-Impfstoff, nicht konjugiert, Serotyp 2",,PPSV-02,VAL185
VAL208,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 3",,PPSV-03,VAL185
VAL209,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 4",,PPSV-04,VAL185
VAL210,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 5",,PPSV-05,VAL185
VAL211,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 6B",,PPSV-06B,VAL185
VAL212,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 7F",,PPSV-07F,VAL185
VAL213,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 8",,PPSV-08,VAL185
VAL214,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 9N",,PPSV-09N,VAL185
VAL215,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 9V",,PPSV-09V,VAL185
VAL216,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 10A",,PPSV-10A,VAL185
VAL217,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 11A",,PPSV-11A,VAL185
VAL218,"Pneumokokken-Polysaccharid-Impfstoff, nicht konjugiert, Serotyp 12F",,PPSV-12F,VAL185
VAL219,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 14",,PPSV-14,VAL185
VAL220,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 15B",,PPSV-15B,VAL185
VAL221,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 15F",,PPSV-15F,VAL185
VAL222,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 17F",,PPSV-17F,VAL185
VAL223,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 18C",,PPSV-18C,VAL185
VAL224,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 19A",,PPSV-19A,VAL185
VAL225,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 19F",,PPSV-19F,VAL185
VAL226,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 20",,PPSV-20,VAL185
VAL227,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 22F",,PPSV-22F,VAL185
VAL228,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 23F",,PPSV-23F,VAL185
VAL229,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 33F",,PPSV-33F,VAL185
VAL230,"Quadrivalente inaktivierte Influenza-Valenz, Spalt- oder Untereinheit, ohne Spezifikation",,INF-SU4,VAL058
VAL231,"Influenza valence, trivalent, inactivated, split or subunit, intramuscular or subcutaneous route",,INF-SUimsc3,VAL024
VAL232,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 6A",,PPSV-06A,VAL185
VAL233,"Pneumokokken-Polysaccharid-Impfstoff, unkonjugiert, Serotyp 25",,PPSV-25,VAL185
VAL234,"Meningokokken-Impfstoff, nicht spezifiziert",,Men,Valence
VAL235,"Meningokokken-Konjugat-Polysaccharid-Impfstoff, polyvalent",,MCV-poly,VAL234
VAL236,"Humaner Papillomavirus-VLP-Impfstoff, monovalent",,HPV-mono,VAL082
VAL237,"Humaner Papillomavirus-VLP-Impfstoff, polyvalent",,HPV-poly,VAL082
VAL238,"Humaner Papillomavirus-VLP-Impfstoff, Typ 6",,HPV-06,VAL236
VAL239,"Humaner Papillomavirus-VLP-Impfstoff, Typ 11",,HVP-11,VAL236
VAL240,"Humaner Papillomavirus-VLP-Impfstoff, Typ 16",,HVP-16,VAL236
VAL241,"Humaner Papillomavirus-VLP-Impfstoff, Typ 18",,HVP-18,VAL236
VAL242,"Humaner Papillomavirus-VLP-Impfstoff, Typ 31",,HVP-31,VAL236
VAL243,"Humaner Papillomavirus-VLP-Impfstoff, Typ 33",,HPV-33,VAL236
VAL244,"Humaner Papillomavirus-VLP-Impfstoff, Typ 58",,HVP-58,VAL236
VAL245,"Humaner Papillomavirus-VLP-Impfstoff, Typ 52",,HVP-52,VAL236
VAL246,"Humaner Papillomavirus-VLP-Impfstoff, Typ 45",,HVP-45,VAL236
VAL247,"Japanese encephalitis valence, live attenuated chimeric virus",,JE-LAR,VAL248
VAL248,"Lebend-attenuierte Japanische-Enzephalitis-Valenz, ohne Spezifikation",,JE-LAV,VAL249
VAL249,"Japanische-Enzephalitis-Valenz, ohne Spezifikation",,JE,Valence
VAL250,"Japanische-Enzephalitis-Valenz, ganze inaktivierte, hergestellt auf murinem Gehirngewebe",,JE-I-mb,VAL089
VAL251,"Japanische-Enzephalitis-Valenz, inaktiviert, aus Vero-Zellen gewonnen",,JE-I-Vero,VAL089
VAL252,"Tollwut-Immunglobulin, menschlichen Ursprungs",,RIG-hu,VAL016
VAL253,"Tollwut-Immunglobulin, equinen Ursprungs",,eRIG,VAL016
VAL254,"Inaktivierter Tollwut-Vollvirusimpfstoff, Typ Semple, hergestellt aus mit Tollwutvirus infiziertem Ziegen- oder Schafshirngewebe, enthält Myelin",,Rab-I-Semple,VAL256
