NUVA,label,comment,shorthand,parent
VAL039,"Valence covid 19, VLP, protéine de pointe recombinante",,Covid-VLP-rS,VAL164
VAL040,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, sans adjuvant, dose normale",,Inf-SUnd4,VAL064
VAL041,"Valence méningocoque A, polyoside conjugué",,MCV-A,VAL297
VAL042,"Valence poliomyélite, sans précision",,POLIO,Valence
VAL043,"Valence covid 19, ARNm codant la protéine de pointe du SARS-CoV-2, autorisé",,Covid-ARNm-S,VAL168
VAL044,"Valence varicelle, sans précision",,VZV-VVA,Valence
VAL045,"Valence paratyphoïde, inactivée, entière",,pTy-I,VAL014
VAL046,Valence Typhus,,Typhus,Valence
VAL047,"Valence hépatite B, immunoglobuline",,IgHepB,Valence
VAL048,"Valence oreillons, inactivée, entière",,Or-I,VAL183
VAL049,"Valence Haemophilus influenzae type b, polyoside non conjuguée",,Hib-PS,VAL177
VAL050,"Valence covid 19, vecteur viral non réplicatif, adénovirus 5 codant la protéine de pointe du SARS-CoV-2, sans précision",,Covid-VVnr-S-Ad5,VAL070
VAL051,"Valence grippe aviaire, A(H5N1)",,AH5N1,VAL386
VAL052,"Valence papillomavirus, VLP, quadrivalente, types 6, 11, 16 et 18",,VPH-04-valent,VAL237
VAL053,"Valence covid 19, sous-unité protéique, sans précision",,Covid-SP,VAL164
VAL054,"Valence covid 19, vecteur non réplicatif, vaccine Ankara modifiée codant la protéine de pointe du SARS-CoV-2",,Covid-VVnr-S-MVA,VAL397
VAL055,"Valence rougeole, immunoglobuline",,Ig-Rougeole,Valence
VAL056,"Valence poliomyélite, trivalente, inactivée, entière, injectable",,VPI,VAL042
VAL057,"Valence méningocoque C, polyoside conjugué",,MCV-C,VAL298
VAL058,"Valence grippe, inactivée, fractionnée ou sous-unité, sans précision",,Inf-SU,VAL365
VAL059,"Valence grippe, quadrivalente, vivante atténuée, dose normale",,Inf-L4,VAL140
VAL060,"Valence chikungunya, vivant atténué",,CHIK-LA,VAL390
VAL061,"Valence covid 19, sous-unité protéique, protéine de pointe du SARS-CoV-2 recombinante, S-2P et CpG1018",,Covid-SP-CpG1018,VAL104
VAL062,"Valence choléra, sous-unité, recombinante de la toxine cholérique B (rCTB)",,O-Chol-rTCB-I,VAL021
VAL063,"Valence botulisme, antitoxine",,BAT,VAL420
VAL064,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, sans adjuvant",,Inf-SUNA4,VAL127
VAL065,"Valence dengue, vivante atténuée, tétravalente, chimérique recombinante ",,RC-TDV,VAL150
VAL066,"Valence covid 19, vecteur viral réplicatif, virus influenza codant la protéine de pointe du SARS-CoV-2",,Covid-VVr-S-Influ,VAL398
VAL067,"Valence tétanos, anatoxine",,T,Valence
VAL068,"Valence hépatite B, sans précision",,HepB,Valence
VAL069,"Valence covid 19, vecteur viral non réplicatif, adénovirus de chimpanzé ChadOx1 codant la protéine de pointe du SARS-CoV-2",,Covid-VVnr-S-ChAdOx1,VAL397
VAL070,"Valence covid 19, vecteur viral non réplicatif, adénovirus codant la protéine de pointe du SARS-CoV-2, sans précision",,Covid-VVnr-S-Ad,VAL397
VAL071,"Valence typhoïde, inactivée, entière",,Ty-I,VAL014
VAL072,"Valence méningocoque B, contenant la fHbp des sous-familles A et B",,MenB-fHbpAB,VAL161
VAL073,"Valence covid 19, vecteur viral replicatif avec cellules présentant l'antigène",,Covid-VVr+APC,VAL162
VAL074,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, haute dose",,Inf-SUhd4,VAL064
VAL075,"Valence Leptospira icterohaemorrhagiae, inactivée, entière",,Lepto-eI,Valence
VAL076,"Valence covid 19, entier inactivé, sans précision",,Covid-VI,VAL164
VAL077,"Valence oreillons, vivant atténué",,Or-VVA,VAL183
VAL078,"Valence méningocoque Y, polyoside conjugué",,MCV-Y,VAL299
VAL079,"Valence rubéole, vivante atténuée",,Rub-VVA,Valence
VAL080,"Valence rage, inactivée, entière, sans précision",,Rab-I,Valence
VAL081,"Valence choléra, sans précision",,Chol,Valence
VAL082,"Valence papillomavirus, types non précisés",,VPH,Valence
VAL083,"Valence diphtérique, anatoxine, dose non précisée",,D-d,VAL414
VAL084,"Valence covid 19, vecteur viral réplicatif, virus de la stomatite vésiculaire codant la protéine de pointe du SARS-CoV-2",,Covid-VVr-S-VSV,VAL398
VAL085,"Valence poliomyélite, vivante atténuée, orale, monovalente type 3",,mVPO3,VAL133
VAL086,"Valence covid 19, vivant atténué, sans précision",,Covid-VA,VAL165
VAL087,"Valence dengue, vivante atténuée, tétravalente, chimérique recombinante basée sur le vaccin contre la fièvre jaune 17D",,CYD-TDV,VAL150
VAL088,"Valence varicelle, immunoglobuline",,VZV-Ig,Valence
VAL089,"Valence encéphalite japonaise, inactivée, sans précision",,EJ-I,VAL249
VAL090,"Valence hépatite B, antigène de surface recombinant du virus de l'hépatite B (Ag HBs), sans précision",,rAgHBs,VAL068
VAL091,"Valence typhoïde, vivante atténuée, souche Ty21a, orale",,Ty-VA,VAL014
VAL092,Valence fièvre jaune,,YF,Valence
VAL093,"Valence rougeole, inactivée, entière",,Roug-I,VAL182
VAL094,"Valence grippe, trivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, sans adjuvant, haute dose",,Inf-SUhd3,VAL122
VAL095,"Valence covid 19, vecteur viral réplicatif, virus de la maladie de Newcastle codant la protéine de pointe du SARS-CoV-2",,Covid-VVr-S-Nv,VAL398
VAL096,Valence BCG,,BCG,Valence
VAL097,"Valence diphtérique, anatoxine, dose standard",,D,VAL083
VAL098,"Valence méningocoque B, 4 composants",,4CMenB,VAL161
VAL099,"Valence grippe pandémique H1N1 2009, inactivée ",,Inf-pdm09,VAL058
VAL100,"Valence encéphalite japonaise, vivant atténué, souche 14-14-2",,EJ-VVA-14-14-2,VAL248
VAL101,"Valence covid 19, vecteur non réplicatif, virus de la maladie de Newcastle codant la protéine de pointe du SARS-CoV-2",,Covid-VVnr-S-Nv,VAL397
VAL102,"Valence hépatite E, recombinante, peptidique",,HepE,Valence
VAL103,"Valence Haemophilus influenzae type b, conjuguée, sans précision",,Hib-C,VAL177
VAL104,"Valence covid 19, sous-unité protéique, protéine de pointe recombinante",,Covid-SP-rS,VAL053
VAL105,"Valence pneumocoque, sans précision",,Pneumo,Valence
VAL106,"Valence rotavirus, vivant atténué, sans précision",,Rota,Valence
VAL107,"Valence covid 19, sous-unité protéique, protéine de pointe recombinante dans des nanoparticules",,Covid-SP-rSnp,VAL104
VAL108,"Valence Ebola, vecteur viral vivant non réplicatif recombinant Ad26.ZEBOV",,ZebovVRnrAd26,VAL126
VAL109,"Valence Ebola, vecteur viral non réplicatif, Vaccine Ankara modifiée ",,Ebola-MVA-BN-Filo,VAL126
VAL110,"Valence tétanos, immunoglobuline",,T-Ig,Valence
VAL111,"Valence charbon, acellulaire",,Bant,VAL340
VAL112,"Valence grippe, quadrivalente, inactivée, obtenue sur culture cellulaire, fractionnée ou sous-unité, dose normale",,Inf-CC4,VAL360
VAL113,"Valence papillomavirus, VLP, bivalent, types 16 et 18",,VPH-02-valent,VAL237
VAL114,"Valence hépatite B, antigène de surface recombinant du virus de l'hépatite B (Ag HBs), 10 microgrammes",,rAgHBs-10,VAL090
VAL115,"Valence hépatite B, antigène de surface recombinant du virus de l'hépatite B (Ag HBs), 20 microgrammes",,rAgHBs-20,VAL090
VAL116,"Valence VRS, anticorps monoclonal, palivizumab",,VRS-mAb-pal,VAL320
VAL117,"Valence coqueluche, acellulaire, dose non précisée",,Acel,VAL003
VAL118,"Valence méningocoque B, sans précision",,MenB,VAL234
VAL119,"Valence covid 19, variant Omicron XFG, ARNm codant la protéine de pointe du SARS-CoV-2, 50 microgrammes",,Covid-ARNm-S-OMI-XFG-50,VAL439
VAL120,"Valence méningocoque, polyvalent, polyoside non conjugué",,MPV-poly,VAL234
VAL121,"Valence poliomyélite, trivalente, inactivée, entière, orale",,VPI-0,VAL042
VAL122,"Valence grippe, trivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, sans adjuvant",,Inf-SUNA3,VAL231
VAL123,"Valence rotavirus, vivant atténué, pentavalent",,Rota5-V,VAL106
VAL124,"Valence choléra, vivante atténuée, sans précision",,Chol-V,VAL081
VAL125,"Valence hépatite A, inactivée, entière, sans précision",,HepA-I,VAL288
VAL126,"Valence Ebola, sans précision",,Ebola,Valence
VAL127,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée",,Inf-SUimsc4,VAL230
VAL128,"Valence grippe, sans précision",,Inf,Valence
VAL129,"Valence herpes simplex, sans précision",,HSV,Valence
VAL130,"Valence hépatite A, virosome",,HepA-VLP,VAL125
VAL131,"Valence peste, inactivée, entière",,Yp-I,VAL422
VAL132,"Valence poliomyélite, vivante atténuée, orale, monovalente type 1",,mVPO1,VAL133
VAL133,"Valence poliomyélite, vivante atténuée, orale, monovalente, sans précision",,mVPO,VAL042
VAL134,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, voie intradermique, sans précision",,Inf-SUid4,VAL230
VAL135,"Valence covid 19, ARNm codant la protéine de pointe du SARS-CoV-2, en essai clinique ",,Covid-ARNm-S-CT,VAL303
VAL136,"Valence méningocoque W, polyoside conjugué",,MCV-W,VAL300
VAL137,"Valence méningocoque C, polyoside non conjugué",,MPV-C,VAL298
VAL138,"Valence méningocoque W, polyoside non conjugué",,MPV-W,VAL300
VAL139,"Valence méningocoque Y, polyoside non conjugué",,MPV-Y,VAL299
VAL140,"Valence grippe, vivant atténué, sans précision",,Inf-L,VAL128
VAL141,"Valence rotavirus, vivant atténué, monovalent RIX4414",,Rota-mv-RIX4414,VAL106
VAL142,"Valence hépatite A, inactivée, entière, monovalente, dose pédiatrique",,HepA-mv-PED,VAL283
VAL143,"Valence hépatite A, inactivée, entière, bivalent (hépatites A et B), dose pédiatrique",,HepA-bv-PED,VAL283
VAL144,"Valence hépatite A, inactivée, entière, monovalente, dose adulte",,HepA-mv-ADU,VAL284
VAL145,"Valence hépatite A, inactivée, entière, bivalent (hépatites A et B), dose adulte",,HepA-bv-ADU,VAL284
VAL146,"Valence brucellose, inactivée, entière",,Bruc-I,VAL006
VAL147,"Valence brucellose, antigène protéique P.I. (phénol-insoluble)",,Bruc-PI,VAL006
VAL148,"Valence VRS, immunoglobuline",,VRS-Ig,VAL317
VAL149,"Valence covid 19, variant omicron, ARNm codant la protéine de pointe du SARS-CoV-2",,Covid-ARNm-S-OMI,VAL043
VAL150,"Valence dengue, sans précision",,Den,Valence
VAL151,"Valence tularémie, sans précision",,Tular,Valence
VAL152,"Valence grippe, inactivée, entière, sans précision",,Inf-I,VAL365
VAL153,"Valence Haemophilus influenzae type b, polyoside de PRP conjugué à l'anatoxine diphtérique",,PRP-D,VAL103
VAL154,"Valence Haemophilus influenzae type b, oligosides de PRP conjugués à la toxine diphtérique mutante CRM197",,HbOC,VAL103
VAL155,"Valence Haemophilus influenzae type b, polyoside de PRP conjugué à la protéine de membrane externe de Neisseria meningitidis sérogroupe B",,PRP-OMP,VAL103
VAL156,"Valence Haemophilus influenzae type b, polyoside de PRP conjugué à l’anatoxine tétanique",,PRP-T,VAL103
VAL157,"Valence covid 19, sans précision",,Covid,Valence
VAL158,"Valence hépatite B, plasmatique",,pAgHBs,VAL068
VAL159,"Valence zona, sous-unitaire",,Zona-SU,VAL160
VAL160,"Valence zona, sans précision",,Zona,Valence
VAL161,"Valence méningocoque B, multicomposée, sans précision",,MenB-mc,VAL118
VAL162,"Valence covid 19, vecteur viral réplicatif, sans précision",,Covid-VVr,VAL165
VAL163,"Valence covid 19, vecteur viral non replicatif, sans précision",,Covid-VVnr,VAL165
VAL164,"Valence covid 19, non vivant, sans précision",,Covid-non-vivant,VAL157
VAL165,"Valence covid 19, vivant, sans précision",,Covid-vivant,VAL157
VAL166,"Valence grippe, trivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, dose pédiatrique",,Inf-SUped3,VAL122
VAL167,"Valence covid 19, vecteur viral non replicatif avec cellules présentant l'antigène",,Covid-VVnr+APC,VAL163
VAL168,"Valence covid 19, ARN, sans précision",,Covid-ARN,VAL164
VAL169,"Valence covid 19, ARNm auto-amplifiant (AAA)",,Covid-ARNm-AAA,VAL303
VAL170,"Valence hépatite B, antigène de surface recombinant du virus de l'hépatite B (Ag HBs), 5 microgrammes",,rAgHBs-05,VAL090
VAL171,"Valence encéphalite équine vénézuélienne, sans précision",,VEE,Valence
VAL172,"Valence fièvre Q (Coxiella burnetii), sans précision",,Cbur,Valence
VAL173,"Valence fièvre hémorragique d'Argentine, vivant atténué, virus Junin",,Junin-VVA,VAL421
VAL174,"Valence Hantavirus, sans précision",,HAN,Valence
VAL175,"Valence leishmaniose, sans précision",,Leish,Valence
VAL176,"Valence virus parainfluenza humains, sans précision",,VPIH,Valence
VAL177,"Valence Haemophilus influenzae type b, sans précision",,Hib,Valence
VAL178,"Valence covid 19, variant Omicron BA.1, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-BA.1-25,VAL393
VAL179,"Valence covid 19, variant Omicron XFG, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-OMI-XFG-25,VAL439
VAL180,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 100 microgrammes",,Covid-ARNm-S-ORI-100,VAL303
VAL181,"Valence covid 19, virus originel, ARNm codant la protéine de pointe du SARS-CoV-2, 25 microgrammes",,Covid-ARNm-S-ORI-25,VAL303
VAL182,"Valence rougeole, sans précision",,Roug,Valence
VAL183,"Valence oreillons, sans précision",,Oreillons,Valence
VAL184,"Valence pneumocoque, polyosidique conjugué, sans précision",,VPC,VAL105
VAL185,"Valence pneumocoque, polyosidique non conjuguée, sans précision",,VPP,VAL105
VAL186,"Valence pneumocoque, polyosidique conjuguée, sérotype 1",,VPC-01,VAL184
VAL187,"Valence pneumocoque, polyosidique conjuguée, sérotype 3",,VPC-03,VAL184
VAL188,"Valence pneumocoque, polyosidique conjuguée, sérotype 4",,VPC-04,VAL184
VAL189,"Valence pneumocoque, polyosidique conjuguée, sérotype 5",,VPC-05,VAL184
VAL190,"Valence pneumocoque, polyosidique conjuguée, sérotype 6A",,VPC-06A,VAL184
VAL191,"Valence pneumocoque, polyosidique conjuguée, sérotype 6B",,VPC-06B,VAL184
VAL192,"Valence pneumocoque, polyosidique conjuguée, sérotype 7F",,VPC-07F,VAL184
VAL193,"Valence pneumocoque, polyosidique conjuguée, sérotype 8",,VPC-08,VAL184
VAL194,"Valence pneumocoque, polyosidique conjuguée, sérotype 9V",,VPC-09V,VAL184
VAL195,"Valence pneumocoque, polyosidique conjuguée, sérotype 10A",,VPC-10A,VAL184
VAL196,"Valence pneumocoque, polyosidique conjuguée, sérotype 11A",,VPC-11A,VAL184
VAL197,"Valence pneumocoque, polyosidique conjuguée, sérotype 12F",,VPC-12F,VAL184
VAL198,"Valence pneumocoque, polyosidique conjuguée, sérotype 14",,VPC-14,VAL184
VAL199,"Valence pneumocoque, polyosidique conjuguée, sérotype 15B",,VPC-15B,VAL184
VAL200,"Valence pneumocoque, polyosidique conjuguée, sérotype 18C",,VPC-18C,VAL184
VAL201,"Valence pneumocoque, polyosidique conjuguée, sérotype 19A",,VPC-19A,VAL184
VAL202,"Valence pneumocoque, polyosidique conjuguée, sérotype 19F",,VPC-19F,VAL184
VAL203,"Valence pneumocoque, polyosidique conjuguée, sérotype 22F",,VPC-22F,VAL184
VAL204,"Valence pneumocoque, polyosidique conjuguée, sérotype 23F",,VPC-23F,VAL184
VAL205,"Valence pneumocoque, polyosidique conjuguée, sérotype 33F",,VPC-33F,VAL184
VAL206,"Valence pneumocoque, polyosidique non conjuguée, sérotype 1",,VPP-01,VAL185
VAL207,"Valence pneumocoque, polyosidique non conjuguée, sérotype 2",,VPP-02,VAL185
VAL208,"Valence pneumocoque, polyosidique non conjuguée, sérotype 3",,VPP-03,VAL185
VAL209,"Valence pneumocoque, polyosidique non conjuguée, sérotype 4",,VPP-04,VAL185
VAL210,"Valence pneumocoque, polyosidique non conjuguée, sérotype 5",,VPP-05,VAL185
VAL211,"Valence pneumocoque, polyosidique non conjuguée, sérotype 6B",,VPP-06B,VAL185
VAL212,"Valence pneumocoque, polyosidique non conjuguée, sérotype 7F",,VPP-07F,VAL185
VAL213,"Valence pneumocoque, polyosidique non conjuguée, sérotype 8",,VPP-08,VAL185
VAL214,"Valence pneumocoque, polyosidique non conjuguée, sérotype 9N",,VPP-09N,VAL185
VAL215,"Valence pneumocoque, polyosidique non conjuguée, sérotype 9V",,VPP-09V,VAL185
VAL216,"Valence pneumocoque, polyosidique non conjuguée, sérotype 10A",,VPP-10A,VAL185
VAL217,"Valence pneumocoque, polyosidique non conjuguée, sérotype 11A",,VPP-11A,VAL185
VAL218,"Valence pneumocoque, polyosidique non conjuguée, sérotype 12F",,VPP-12F,VAL185
VAL219,"Valence pneumocoque, polyosidique non conjuguée, sérotype 14",,VPP-14,VAL185
VAL220,"Valence pneumocoque, polyosidique non conjuguée, sérotype 15B",,VPP-15B,VAL185
VAL221,"Valence pneumocoque, polyosidique non conjuguée, sérotype 15F",,VPP-15F,VAL185
VAL222,"Valence pneumocoque, polyosidique non conjuguée, sérotype 17F",,VPP-17F,VAL185
VAL223,"Valence pneumocoque, polyosidique non conjuguée, sérotype 18C",,VPP-18C,VAL185
VAL224,"Valence pneumocoque, polyosidique non conjuguée, sérotype 19A",,VPP-19A,VAL185
VAL225,"Valence pneumocoque, polyosidique non conjuguée, sérotype 19F",,VPP-19F,VAL185
VAL226,"Valence pneumocoque, polyosidique non conjuguée, sérotype 20",,VPP-20,VAL185
VAL227,"Valence pneumocoque, polyosidique non conjuguée, sérotype 22F",,VPP-22F,VAL185
VAL228,"Valence pneumocoque, polyosidique non conjuguée, sérotype 23F",,VPP-23F,VAL185
VAL229,"Valence pneumocoque, polyosidique non conjuguée, sérotype 33F",,VPP-33F,VAL185
VAL230,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, sans précision",,Inf-SU4,VAL058
VAL231,"Valence grippe, trivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée",,Inf-SUimsc3,VAL024
VAL232,"Valence pneumocoque, polyosidique non conjuguée, sérotype 6A",,VPP-06A,VAL185
VAL233,"Valence pneumocoque, polyosidique non conjuguée, sérotype 25",,VPP-25,VAL185
VAL234,"Valence méningocoque, sans précision",,Men,Valence
VAL235,"Valence méningocoque, polyvalent, polyosidique conjugué",,MCV-poly,VAL234
VAL236,"Valence papillomavirus, VLP, monovalent",,VPH-mono,VAL082
VAL237,"Valence papillomavirus, VLP, polyvalent",,VPH-poly,VAL082
VAL238,"Valence papillomavirus, VLP, type 6",,VPH-06,VAL236
VAL239,"Valence papillomavirus, VLP, type 11",,VPH-11,VAL236
VAL240,"Valence papillomavirus, VLP, type 16",,VPH-16,VAL236
VAL241,"Valence papillomavirus, VLP, type 18",,VPH-18,VAL236
VAL242,"Valence papillomavirus, VLP, type 31",,VPH-31,VAL236
VAL243,"Valence papillomavirus, VLP, type 33",,VPH-33,VAL236
VAL244,"Valence papillomavirus, VLP, type 58",,VPH-58,VAL236
VAL245,"Valence papillomavirus, VLP, type 52",,VPH-52,VAL236
VAL246,"Valence papillomavirus, VLP, type 45",,VPH-45,VAL236
VAL247,"Valence encéphalite japonaise, virus chimérique vivant atténué",,EJ-VRA,VAL248
VAL248,"Valence encéphalite japonaise, vivant atténué, sans précision",,EJ-VVA,VAL249
VAL249,"Valence encéphalite japonaise, sans précision",,EJ,Valence
VAL250,"Valence encéphalite japonaise, inactivée, entière, préparée sur tissu cérébral murin",,EJ-I-cm,VAL089
VAL251,"Valence encéphalite japonaise, inactivée, dérivée de cellules Vero",,EJ-I-Vero,VAL089
VAL252,"Valence rage, immunoglobuline, origine humaine",,hRIG,VAL016
VAL253,"Valence rage, immunoglobuline, origine équine",,eRIG,VAL016
VAL254,"Valence rage, inactivée, entière, type Semple, préparée sur tissu cérébral de chèvre ou de mouton infecté par le virus de la rage, inactivé par du phénol ou de la ß-propiolactone, contient de la myéline",,Rab-I-Semple,VAL256
VAL255,"Valence rage, inactivée, entière, type Fuenzalida, préparée sur tissu cérébral de souriceau à la mamelle infecté par le virus de la rage, teneur moindre en myéline",,Rab-I-Fuenzalida,VAL256
VAL256,"Valence rage, inactivée, entière, préparée sur tissu cérébral animal infecté par le virus de la rage, sans précision",,Rab-I-TissuNerveux,VAL080
VAL257,"Valence rage, inactivée, entière, préparée sur culture cellulaire, sans précision",,Rab-I-CC,VAL080
VAL258,"Valence rage, inactivée, entière, préparée sur culture de cellules diploïdes humaines (HDCV) MRC-5, inactivation par la ß-propiolactone",,Rab-I-HDCV,VAL257
VAL259,"Valence rage, inactivée, entière, purifiée et préparée sur culture de cellules d’embryon de poulet (PCECV), souche fixe du virus de la rage Flury LEP-25 multipliée sur cultures primaires de fibroblastes de poulet, virus inactivé par la ß-propiolactone",,Rab-I-PCEC,VAL257
VAL260,"Valence rage, inactivée, entière, préparée sur culture de cellules Vero (PVRV), souche Wistar, inactivation par la ß-propiolactone",,Rab-I-PVRV,VAL257
VAL261,"Valence rage, inactivée, entière, préparée en culture primaire de cellules rénales de hamster (PHKCV), souche Beijing, inactivation par le formol",,Rab-I-PHKCV,VAL257
VAL262,"Valence rage, inactivée, entière, préparée sur oeufs embryonnés (VOE), sans précision",,Rab-I-VOE,VAL080
VAL263,"Valence rage, inactivée, entière, préparée sur cellules d’embryon de canard, inactivation par la ß-propiolactone",,Rab-I-PDEV,VAL262
VAL264,"Valence covid 19, entier inactivé, autorisé",,Covid-VI-Aut,VAL076
VAL265,"Valence covid 19, entier inactivé, en essai clinique",,Covid-VI-CT,VAL076
VAL266,"Valence méningocoque C, polyoside conjugué à l'anatoxine tétanique",,MCV-C-T,VAL057
VAL267,"Valence méningocoque C, polyoside conjugué à l'anatoxine diphtérique",,MCV-C-D,VAL057
VAL268,"Valence méningocoque C, polyoside conjugué à la protéine CRM197",,MCV-C-CRM,VAL057
VAL269,"Valence méningocoque A, polyoside conjugué à la protéine CRM197",,MCV-A-CRM,VAL041
VAL270,"Valence méningocoque A, polyoside conjugué à l'anatoxine diphtérique",,MCV-A-D,VAL041
VAL271,"Valence méningocoque A, polyoside conjugué à l'anatoxine tétanique",,MCV-A-T,VAL041
VAL272,"Valence méningocoque W, polyoside conjugué à l'anatoxine tétanique",,MCV-W-T,VAL136
VAL273,"Valence méningocoque W, polyoside conjugué à l'anatoxine diphtérique",,MCV-W-D,VAL136
VAL274,"Valence méningocoque W, polyoside conjugué à la protéine CRM197",,MCV-W-CRM,VAL136
VAL275,"Valence méningocoque Y, polyoside conjugué à la protéine CRM197",,MCV-Y-CRM,VAL078
VAL276,"Valence méningocoque Y, polyoside conjugué à l'anatoxine tétanique",,MCV-Y-T,VAL078
VAL277,"Valence méningocoque Y, polyoside conjugué à l'anatoxine diphtérique",,MCV-Y-D,VAL078
VAL278,"Valence Adénovirus, vivant atténué, voie orale, sans précision",,Adeno-VVA,Valence
VAL279,"Valence grippe, quadrivalente, inactivée, fractionnée ou sous-unité, voie intramusculaire ou sous-cutanée, dose pédiatrique",,Inf-SUped4,VAL064
VAL280,"Valence botulisme, anatoxine",,BT,VAL419
VAL281,"Valence Adénovirus de type 7, vivant atténué, voie orale, sans précision",,Adeno-7,VAL278
VAL282,"Valence Adénovirus de type 4, vivant atténué, voie orale, sans précision",,Adeno-4,VAL278
VAL283,"Valence hépatite A, inactivée, entière, dose pédiatrique, sans précision",,HepA-PED,VAL125
VAL284,"Valence hépatite A, inactivée, entière, dose adulte, sans précision",,HepA-ADU,VAL125
VAL285,"Valence grippe, trivalente, inactivée, obtenue sur culture cellulaire, fractionnée ou sous-unité, dose normale",,Inf-CC3,VAL360
